Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
40,"Bentick, Adam",20y 48d,10 (4-0-6 40.00%),1 (0.10),←,
19,"Betts, Eddie",18y 247d,15 (3-1-11 23.33%),15 (1.00),←,
27,"Bryan, Chris",23y 147d,8 (1-0-7 12.50%),4 (0.50),←,
16,"Camporeale, Scott",29y 354d,229 (114-0-115 49.78%),198 (0.86),←,
44,"Carrazzo, Andrew",21y 228d,18 (5-1-12 30.56%),2 (0.11),←,
22,"Chambers, Callum",25y 254d,61 (22-2-37 37.70%),40 (0.66),7 (2-1-4 35.71%),2 (0.29)
25,"Fevola, Brendan",24y 192d,99 (38-1-60 38.89%),240 (2.42),←,
14,"Fisher, Brad",21y 113d,34 (9-0-25 26.47%),42 (1.24),←,
11,"French, Barnaby",29y 248d,109 (48-2-59 44.95%),30 (0.28),47 (14-1-32 30.85%),10 (0.21)
43,"Koutoufides, Anthony",32y 194d,245 (130-2-113 53.47%),204 (0.83),←,
12,"Lappin, Matthew",29y 164d,210 (91-2-117 43.81%),216 (1.03),155 (63-1-91 40.97%),190 (1.23)
4,"Livingston, Luke",22y 269d,41 (8-0-33 19.51%),2 (0.05),←,
21,"Longmuir, Troy",26y 67d,81 (25-1-55 31.48%),49 (0.60),9 (2-1-6 27.78%),10 (1.11)
20,"McGrath, Cory",26y 177d,55 (27-1-27 50.00%),18 (0.33),27 (9-1-17 35.19%),4 (0.15)
3,"Morrell, Digby",25y 294d,68 (32-1-35 47.79%),55 (0.81),28 (12-0-16 42.86%),8 (0.29)
28,"Prendergast, Ian",24y 332d,62 (18-0-44 29.03%),14 (0.23),←,
29,"Scotland, Heath",25y 10d,90 (36-0-54 40.00%),31 (0.34),37 (13-0-24 35.14%),19 (0.51)
6,"Simpson, Kade",21y 87d,17 (6-0-11 35.29%),7 (0.41),←,
24,"Stevens, Nick",25y 209d,165 (86-3-76 53.03%),99 (0.60),38 (12-1-25 32.89%),21 (0.55)
15,"Teague, David",24y 87d,72 (31-1-40 43.75%),6 (0.08),39 (13-1-25 34.62%),2 (0.05)
30,"Waite, Jarrad",22y 177d,46 (11-1-34 25.00%),46 (1.00),←,
8,"Whitnall, Lance",25y 342d,175 (81-1-93 46.57%),313 (1.79),←,
Totals,Totals,24y 326d,1910 (826-20-1064 43.25%),1632 (0.85),,
C,"Pagan, Denis",57y 310d,302 (167-1-134 55.46%),,62 (17-1-44 28.23%),
