North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
27,"Bergman, Miller",20y 66d,4 (2-0-2 50.00%),,←,
30,"Comben, Charlie",21y 255d,5 (2-0-3 40.00%),3 (0.60),←,
4,"Corr, Aidan",28y 319d,122 (50-3-69 42.21%),2 (0.02),24 (3-0-21 12.50%),
10,"Cunnington, Ben",31y 275d,232 (116-1-115 50.22%),95 (0.41),←,
25,"Curtis, Paul",20y 28d,18 (3-0-15 16.67%),15 (0.83),←,
31,"Goater, Josh",19y 303d,4 (2-0-2 50.00%),,←,
22,"Goldstein, Todd",34y 274d,297 (129-2-166 43.77%),153 (0.52),←,
18,"Greenwood, Hugh",31y 26d,107 (44-2-61 42.06%),48 (0.45),24 (4-0-20 16.67%),3 (0.13)
15,"Howe, Daniel",27y 118d,98 (47-3-48 49.49%),22 (0.22),2 (1-0-1 50.00%),
20,"Larkey, Nick",24y 299d,74 (19-1-54 26.35%),132 (1.78),←,
19,"Logue, Griffin",24y 353d,67 (30-1-36 45.52%),9 (0.13),3 (2-0-1 66.67%),
11,"McDonald, Luke",28y 51d,162 (67-0-95 41.36%),17 (0.10),←,
29,"Phillips, Will",20y 314d,18 (5-0-13 27.78%),3 (0.17),←,
24,"Powell, Tom",21y 30d,34 (5-1-28 16.18%),10 (0.29),←,
8,"Scott, Bailey",22y 266d,58 (8-1-49 14.66%),22 (0.38),←,
3,"Sheezel, Harry",18y 170d,3 (2-0-1 66.67%),,←,
14,"Shiels, Liam",31y 337d,258 (158-3-97 61.82%),90 (0.35),3 (2-0-1 66.67%),
2,"Stephenson, Jaidyn",24y 76d,92 (40-1-51 44.02%),98 (1.07),38 (6-1-31 17.11%),22 (0.58)
5,"Taylor, Curtis",22y 360d,55 (11-1-43 20.91%),24 (0.44),←,
13,"Tucker, Darcy",26y 68d,109 (42-0-67 38.53%),36 (0.33),1 (0-0-1 0.00%),1 (1.00)
28,"Turner, Kayne",27y 91d,121 (48-1-72 40.08%),60 (0.50),←,
7,"Ziebell, Jack",32y 32d,261 (112-1-148 43.10%),182 (0.70),←,
44,"Zurhaar, Cameron",24y 314d,86 (24-1-61 28.49%),117 (1.36),←,
Totals,Totals,25y 177d,2285 (966-23-1296 42.28%),1138 (0.50),,
C,"Clarkson, Alastair",54y 339d,393 (230-4-159 59.03%),,3 (2-0-1 66.67%),
