Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 135d,108 (33-1-74 31.02%),88 (0.81),←,
15,"Anderson, Noah",22y 128d,72 (26-1-45 36.81%),26 (0.36),←,
31,"Andrew, Mac",19y 203d,12 (6-0-6 50.00%),,←,
2,"Atkins, Rory",28y 348d,126 (72-1-53 57.54%),49 (0.39),25 (10-0-15 40.00%),2 (0.08)
10,"Ballard, Charlie",23y 337d,101 (31-1-69 31.19%),2 (0.02),←,
30,"Casboult, Levi",33y 102d,186 (62-1-123 33.60%),201 (1.08),32 (14-0-18 43.75%),45 (1.41)
25,"Collins, Sam",29y 10d,95 (35-1-59 37.37%),,81 (32-1-48 40.12%),
4,"Ellis, Brandon",29y 326d,238 (133-2-103 56.30%),80 (0.34),62 (24-1-37 39.52%),22 (0.35)
8,"Fiorini, Brayden",25y 307d,88 (24-1-63 27.84%),26 (0.30),←,
3,"Flanders, Sam",21y 336d,35 (11-1-23 32.86%),11 (0.31),←,
7,"Holman, Nick",28y 27d,103 (33-0-70 32.04%),59 (0.57),94 (32-0-62 34.04%),59 (0.63)
19,"Humphrey, Bailey",18y 287d,11 (6-0-5 54.55%),9 (0.82),←,
34,"King, Ben",22y 353d,67 (19-1-47 29.10%),122 (1.82),←,
22,"Long, Ben",25y 308d,91 (38-1-52 42.31%),31 (0.34),12 (6-0-6 50.00%),
13,"Lukosius, Jack",22y 320d,87 (28-1-58 32.76%),43 (0.49),←,
44,"Macpherson, Darcy",25y 239d,86 (26-0-60 30.23%),26 (0.30),←,
47,"Oea, Hewago",21y 224d,9 (6-0-3 66.67%),2 (0.22),←,
27,"Powell, Wil",23y 303d,81 (30-1-50 37.65%),13 (0.16),←,
41,"Rosas, Malcolm",21y 363d,32 (16-0-16 50.00%),25 (0.78),←,
18,"Rowell, Matt",21y 359d,53 (23-0-30 43.40%),13 (0.25),←,
24,"Swallow, David",30y 218d,211 (62-1-148 29.62%),95 (0.45),←,
14,"Weller, Lachie",27y 122d,134 (39-1-94 29.48%),45 (0.34),87 (25-1-61 29.31%),28 (0.32)
28,"Witts, Jarrod",30y 285d,156 (54-1-101 34.94%),33 (0.21),116 (36-1-79 31.47%),15 (0.13)
Totals,Totals,25y 118d,2182 (813-17-1352 37.26%),999 (0.46),,
C,"Dew, Stuart",43y 311d,119 (36-1-82 30.67%),,←,
