Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
12,"Baguley, Mark",30y 33d,95 (39-1-55 41.58%),3 (0.03),←,
2,"Bellchambers, Tom",27y 349d,84 (33-2-49 40.48%),57 (0.68),←,
32,"Colyer, Travis",25y 303d,70 (33-1-36 47.86%),48 (0.69),←,
6,"Daniher, Joe",23y 111d,83 (29-1-53 35.54%),143 (1.72),←,
13,"Fantasia, Orazio",21y 282d,40 (10-1-29 26.25%),57 (1.42),←,
8,"Gleeson, Martin",22y 302d,59 (15-1-43 26.27%),5 (0.08),←,
9,"Goddard, Brendon",32y 34d,302 (165-4-133 55.30%),157 (0.52),97 (39-1-57 40.72%),53 (0.55)
15,"Green, Josh",24y 303d,92 (34-0-58 36.96%),119 (1.29),11 (5-0-6 45.45%),12 (1.09)
36,"Hartley, Michael",24y 16d,28 (8-0-20 28.57%),1 (0.04),←,
21,"Heppell, Dyson",25y 40d,119 (56-2-61 47.90%),40 (0.34),←,
40,"Howlett, Ben",28y 245d,122 (59-2-61 49.18%),57 (0.47),←,
18,"Hurley, Michael",27y 22d,132 (61-3-68 47.35%),107 (0.81),←,
47,"Kelly, James",33y 176d,304 (194-1-109 63.98%),90 (0.30),31 (9-0-22 29.03%),2 (0.06)
30,"Langford, Kyle",20y 204d,30 (6-0-24 20.00%),19 (0.63),←,
43,"McDonald-Tipungwuti, Anthony",24y 62d,34 (9-0-25 26.47%),28 (0.82),←,
1,"McGrath, Andrew",19y 21d,12 (6-0-6 50.00%),1 (0.08),←,
45,"McKenna, Conor",21y 87d,23 (6-0-17 26.09%),7 (0.30),←,
44,"McKernan, Shaun",26y 295d,52 (17-0-35 32.69%),34 (0.65),18 (5-0-13 27.78%),13 (0.72)
7,"Merrett, Zach",21y 263d,72 (25-1-46 35.42%),25 (0.35),←,
17,"Stewart, James",23y 111d,24 (11-0-13 45.83%),27 (1.13),6 (3-0-3 50.00%),9 (1.50)
4,"Watson, Jobe",32y 135d,212 (93-4-115 44.81%),112 (0.53),←,
11,"Zaharakis, David",27y 122d,160 (70-2-88 44.38%),107 (0.67),←,
Totals,Totals,25y 226d,2149 (979-26-1144 45.56%),1244 (0.58),,
C,"Worsfold, John",48y 271d,316 (158-2-156 50.32%),,35 (9-0-26 25.71%),
