St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
15,"Billings, Jack",25y 333d,142 (56-1-85 39.79%),101 (0.71),←,
16,"Butler, Dan",25y 44d,81 (50-0-31 61.73%),96 (1.19),36 (19-0-17 52.78%),43 (1.19)
31,"Byrnes, Ryan",20y 75d,12 (7-0-5 58.33%),6 (0.50),←,
23,"Bytel, Jack",21y 125d,14 (5-0-9 35.71%),,←,
37,"Connolly, Leo",19y 344d,4 (3-0-1 75.00%),1 (0.25),←,
5,"Crouch, Brad",27y 184d,110 (55-0-55 50.00%),39 (0.35),15 (7-0-8 46.67%),5 (0.33)
7,"Dunstan, Luke",26y 169d,112 (42-2-68 38.39%),46 (0.41),←,
34,"Highmore, Tom",23y 143d,11 (5-0-6 45.45%),,←,
8,"Hill, Bradley",28y 8d,185 (113-0-72 61.08%),84 (0.45),36 (19-0-17 52.78%),5 (0.14)
20,"Howard, Dougal",25y 114d,81 (42-0-39 51.85%),15 (0.19),36 (19-0-17 52.78%),1 (0.03)
3,"Jones, Zak",26y 124d,114 (62-0-52 54.39%),30 (0.26),24 (13-0-11 54.17%),7 (0.29)
25,"Kent, Dean",27y 143d,93 (35-0-58 37.63%),85 (0.91),30 (15-0-15 50.00%),22 (0.73)
12,"King, Max",21y 10d,34 (17-0-17 50.00%),46 (1.35),←,
21,"Long, Ben",23y 330d,57 (22-1-34 39.47%),23 (0.40),←,
19,"Marshall, Rowan",25y 235d,61 (26-0-35 42.62%),33 (0.54),←,
36,"McKenzie, Daniel",25y 61d,58 (23-0-35 39.66%),8 (0.14),←,
28,"Membrey, Tim",27y 52d,126 (57-2-67 46.03%),211 (1.67),125 (56-2-67 45.60%),211 (1.69)
6,"Ross, Sebastian",28y 71d,155 (59-2-94 38.71%),29 (0.19),←,
18,"Ryder, Paddy",33y 125d,268 (136-4-128 51.49%),185 (0.69),25 (15-0-10 60.00%),14 (0.56)
35,"Sinclair, Jack",26y 155d,115 (47-1-67 41.30%),42 (0.37),←,
9,"Steele, Jack",25y 216d,114 (48-1-65 42.54%),48 (0.42),97 (40-1-56 41.75%),39 (0.40)
29,"Webster, Jimmy",28y 19d,108 (39-1-68 36.57%),4 (0.04),←,
44,"Wilkie, Callum",25y 129d,58 (28-0-30 48.28%),,←,
Totals,Totals,25y 187d,2113 (977-15-1121 46.24%),1132 (0.54),,
C,"Ratten, Brett",50y 6d,162 (82-1-79 50.93%),,42 (22-0-20 52.38%),
