Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",24y 219d,55 (29-0-26 52.73%),8 (0.15),←,
19,"Betts, Eddie",24y 245d,138 (53-3-82 39.49%),203 (1.47),←,
31,"Davies, Marcus",20y 114d,7 (4-0-3 57.14%),,←,
34,"Duigan, Nick",26y 325d,16 (11-1-4 71.88%),1 (0.06),←,
46,"Ellard, David",22y 138d,22 (14-0-8 63.64%),12 (0.55),←,
38,"Garlett, Jeff",21y 360d,48 (29-1-18 61.46%),89 (1.85),←,
4,"Gibbs, Bryce",22y 136d,107 (49-1-57 46.26%),53 (0.50),←,
23,"Henderson, Lachie",21y 227d,43 (21-1-21 50.00%),30 (0.70),28 (13-1-14 48.21%),27 (0.96)
33,"Houlihan, Ryan",29y 189d,200 (70-2-128 35.50%),127 (0.63),←,
5,"Judd, Chris",27y 324d,216 (128-3-85 59.95%),189 (0.88),82 (44-1-37 54.27%),51 (0.62)
8,"Kreuzer, Matthew",22y 77d,64 (35-0-29 54.69%),36 (0.56),←,
15,"Laidler, Jeremy",21y 358d,15 (9-1-5 63.33%),1 (0.07),13 (8-1-4 65.38%),1 (0.08)
14,"McLean, Brock",25y 140d,103 (42-1-60 41.26%),41 (0.40),9 (5-0-4 55.56%),2 (0.22)
3,"Murphy, Marc",24y 10d,120 (52-1-67 43.75%),101 (0.84),←,
12,"Robinson, Mitch",22y 52d,43 (26-1-16 61.63%),26 (0.60),←,
29,"Scotland, Heath",31y 8d,217 (87-2-128 40.55%),69 (0.32),164 (64-2-98 39.63%),57 (0.35)
6,"Simpson, Kade",27y 85d,151 (60-2-89 40.40%),91 (0.60),←,
32,"Thornton, Bret",27y 256d,176 (62-1-113 35.51%),16 (0.09),←,
42,"Tuohy, Zach",21y 231d,7 (6-0-1 85.71%),1 (0.14),←,
1,"Walker, Andrew",25y 72d,121 (42-3-76 35.95%),83 (0.69),←,
11,"Warnock, Robert",24y 191d,47 (24-1-22 52.13%),11 (0.23),26 (14-1-11 55.77%),7 (0.27)
13,"Yarran, Chris",20y 222d,39 (20-1-18 52.56%),29 (0.74),←,
Totals,Totals,24y 131d,1955 (873-26-1056 44.65%),1217 (0.62),,
C,"Ratten, Brett",40y 18d,92 (46-1-45 50.54%),,←,
