Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
9,"AhMat, Robert",20y 301d,31 (16-0-15 51.61%),28 (0.90),6 (4-0-2 66.67%),6 (1.00)
30,"Bayes, Mark",31y 62d,241 (99-2-140 41.49%),173 (0.72),←,
8,"Cresswell, Daryn",26y 359d,124 (47-1-76 38.31%),99 (0.80),←,
28,"Crouch, Jared",20y 72d,2 (1-0-1 50.00%),,←,
6,"Dunkley, Andrew",29y 321d,128 (50-2-76 39.84%),7 (0.05),←,
16,"Green, Brent",22y 48d,8 (4-1-3 56.25%),6 (0.75),3 (1-0-2 33.33%),6 (2.00)
14,"Kelly, Paul",28y 292d,168 (59-3-106 36.01%),124 (0.74),←,
38,"Licuria, Paul",20y 132d,6 (1-0-5 16.67%),1 (0.17),←,
4,"Lockett, Tony",32y 68d,243 (105-1-137 43.42%),1196 (4.92),60 (37-1-22 62.50%),298 (4.97)
34,"Luff, Troy",28y 175d,84 (37-2-45 45.24%),59 (0.70),←,
11,"Maxfield, Stuart",26y 37d,143 (71-2-70 50.35%),91 (0.64),54 (36-1-17 67.59%),26 (0.48)
13,"McPherson, Daniel",22y 315d,37 (24-1-12 66.22%),3 (0.08),←,
17,"Mooney, Jason",24y 345d,84 (32-0-52 38.10%),45 (0.54),←,
23,"Nicks, Matthew",23y 3d,34 (22-0-12 64.71%),12 (0.35),←,
19,"OLoughlin, Michael",21y 85d,67 (39-1-27 58.96%),73 (1.09),←,
1,"Roos, Paul",34y 323d,342 (152-1-189 44.59%),287 (0.84),73 (42-1-30 58.22%),17 (0.23)
22,"Saddington, Jason",18y 205d,6 (4-0-2 66.67%),4 (0.67),←,
2,"Schwass, Wayne",29y 170d,191 (106-0-85 55.50%),107 (0.56),7 (5-0-2 71.43%),10 (1.43)
7,"Seymour, Brad",22y 13d,63 (32-1-30 51.59%),3 (0.05),←,
15,"Stafford, Greg",23y 262d,69 (33-1-35 48.55%),16 (0.23),←,
20,"Stevens, John",26y 335d,27 (17-0-10 62.96%),15 (0.56),←,
33,"Warfe, Rowan",21y 327d,46 (13-0-33 28.26%),2 (0.04),20 (12-0-8 60.00%),1 (0.05)
Totals,Totals,25y 110d,2144 (964-19-1161 44.96%),2351 (1.10),,
C,"Eade, Rodney",40y 42d,56 (36-1-19 65.18%),,←,
