Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 129d,87 (24-1-62 28.16%),70 (0.80),←,
15,"Anderson, Noah",21y 122d,49 (16-1-32 33.67%),9 (0.18),←,
10,"Ballard, Charlie",22y 331d,82 (23-1-58 28.66%),1 (0.01),←,
3,"Bowes, Jack",24y 144d,79 (20-1-58 25.95%),14 (0.18),←,
35,"Budarick, Connor",21y 74d,25 (11-1-13 46.00%),1 (0.04),←,
30,"Casboult, Levi",32y 96d,166 (54-1-111 32.83%),180 (1.08),12 (6-0-6 50.00%),24 (2.00)
1,"Chol, Mabior",25y 141d,44 (26-1-17 60.23%),51 (1.16),13 (7-0-6 53.85%),27 (2.08)
25,"Collins, Sam",28y 4d,72 (25-1-46 35.42%),,58 (22-1-35 38.79%),
5,"Davies, Alex",20y 93d,12 (6-0-6 50.00%),5 (0.42),←,
4,"Ellis, Brandon",28y 320d,223 (127-2-94 57.40%),73 (0.33),47 (18-1-28 39.36%),15 (0.32)
50,"Farrar, Jy",25y 194d,19 (9-0-10 47.37%),2 (0.11),←,
26,"Flanders, Sam",20y 330d,23 (7-1-15 32.61%),8 (0.35),←,
46,"Graham, Caleb",21y 280d,28 (7-0-21 25.00%),1 (0.04),←,
7,"Holman, Nick",27y 21d,84 (25-0-59 29.76%),44 (0.52),75 (24-0-51 32.00%),44 (0.59)
40,"Jeffrey, Joel",20y 99d,9 (5-0-4 55.56%),10 (1.11),←,
23,"Lemmens, Sean",27y 229d,125 (35-2-88 28.80%),25 (0.20),←,
17,"Markov, Oleg",26y 42d,46 (21-0-25 45.65%),5 (0.11),23 (9-0-14 39.13%),2 (0.09)
11,"Miller, Touk",26y 117d,151 (39-2-110 26.49%),45 (0.30),←,
27,"Powell, Wil",22y 297d,69 (23-1-45 34.06%),13 (0.19),←,
22,"Rankine, Izak",22y 57d,41 (15-1-25 37.80%),43 (1.05),←,
18,"Rowell, Matt",20y 353d,30 (13-0-17 43.33%),9 (0.30),←,
24,"Swallow, David",29y 212d,188 (52-1-135 27.93%),83 (0.44),←,
28,"Witts, Jarrod",29y 279d,135 (44-1-90 32.96%),27 (0.20),95 (26-1-68 27.89%),9 (0.09)
Totals,Totals,24y 284d,1787 (627-19-1141 35.09%),719 (0.40),,
C,"Dew, Stuart",42y 305d,96 (26-1-69 27.60%),,←,
