Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",30y 226d,143 (65-1-77 45.80%),75 (0.52),←,
12,"Boekhorst, Blaine",23y 337d,22 (3-0-19 13.64%),11 (0.50),←,
41,"Casboult, Levi",27y 143d,91 (29-1-61 32.42%),100 (1.10),←,
30,"Curnow, Charlie",20y 183d,24 (5-0-19 20.83%),21 (0.88),←,
15,"Docherty, Sam",23y 292d,89 (27-1-61 30.90%),14 (0.16),76 (21-1-54 28.29%),13 (0.17)
25,"Fisher, Zac",19y 51d,14 (3-0-11 21.43%),2 (0.14),←,
4,"Gibbs, Bryce",28y 143d,228 (94-2-132 41.67%),135 (0.59),←,
14,"Jones, Liam",26y 162d,92 (35-0-57 38.04%),84 (0.91),26 (8-0-18 30.77%),16 (0.62)
11,"Kerridge, Sam",24y 101d,56 (21-0-35 37.50%),31 (0.55),29 (8-0-21 27.59%),8 (0.28)
8,"Kreuzer, Matthew",28y 84d,158 (70-0-88 44.30%),82 (0.52),←,
13,"Lamb, Jed",24y 290d,45 (17-0-28 37.78%),33 (0.73),23 (8-0-15 34.78%),16 (0.70)
22,"Marchbank, Caleb",20y 241d,23 (7-0-16 30.43%),,16 (5-0-11 31.25%),
3,"Murphy, Marc",30y 17d,233 (97-1-135 41.85%),166 (0.71),←,
5,"Petrevski-Seton, Sam",19y 167d,17 (4-0-13 23.53%),10 (0.59),←,
33,"Pickett, Jarrod",20y 352d,7 (1-0-6 14.29%),2 (0.29),←,
20,"Plowman, Lachie",22y 328d,58 (16-0-42 27.59%),1 (0.02),38 (12-0-26 31.58%),
1,"Silvagni, Jack",19y 231d,26 (4-0-22 15.38%),24 (0.92),←,
6,"Simpson, Kade",33y 92d,283 (107-3-173 38.34%),131 (0.46),←,
16,"Smedts, Billie",25y 58d,44 (28-0-16 63.64%),20 (0.45),6 (2-0-4 33.33%),1 (0.17)
39,"Thomas, Dale",30y 45d,215 (121-2-92 56.74%),148 (0.69),58 (18-0-40 31.03%),27 (0.47)
23,"Weitering, Jacob",19y 255d,39 (10-0-29 25.64%),9 (0.23),←,
46,"Wright, Matthew",27y 234d,135 (61-0-74 45.19%),114 (0.84),41 (12-0-29 29.27%),51 (1.24)
Totals,Totals,24y 316d,2042 (825-11-1206 40.40%),1213 (0.59),,
C,"Bolton, Brendon",38y 109d,46 (17-0-29 36.96%),,41 (12-0-29 29.27%),
