North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
30,"Comben, Charlie",23y 266d,33 (6-0-27 18.18%),8 (0.24),←,
4,"Corr, Aidan",30y 330d,167 (55-3-109 33.83%),3 (0.02),69 (8-0-61 11.59%),1 (0.01)
25,"Curtis, Paul",22y 39d,64 (8-0-56 12.50%),71 (1.11),←,
5,"Daniel, Caleb",28y 279d,197 (106-0-91 53.81%),49 (0.25),5 (1-0-4 20.00%),
28,"Darling, Jack",32y 303d,303 (158-1-144 52.31%),538 (1.78),5 (1-0-4 20.00%),6 (1.20)
9,"Davies-Uniacke, Luke",25y 308d,113 (22-1-90 19.91%),43 (0.38),←,
7,"Duursma, Zane",19y 227d,14 (1-0-13 7.14%),11 (0.79),←,
16,"Fisher, Zac",26y 301d,126 (36-1-89 28.97%),53 (0.42),19 (1-0-18 5.26%),
17,"Hardeman, Riley",20y 44d,5 (0-0-5 0.00%),,←,
41,"Konstanty, Jacob",20y 154d,5 (1-0-4 20.00%),4 (0.80),←,
20,"Larkey, Nick",26y 310d,122 (24-1-97 20.08%),253 (2.07),←,
19,"Logue, Griffin",26y 364d,84 (30-1-53 36.31%),10 (0.12),20 (2-0-18 10.00%),1 (0.05)
11,"McDonald, Luke",30y 62d,208 (71-0-137 34.13%),18 (0.09),←,
10,"McKercher, Colby",20y,21 (3-0-18 14.29%),2 (0.10),←,
2,"OSullivan, Finn",18y 317d,4 (1-0-3 25.00%),,←,
26,"Parker, Luke",32y 169d,298 (181-2-115 61.07%),216 (0.72),5 (1-0-4 20.00%),3 (0.60)
24,"Powell, Tom",23y 41d,73 (10-1-62 14.38%),26 (0.36),←,
3,"Sheezel, Harry",20y 181d,49 (7-0-42 14.29%),18 (0.37),←,
12,"Simpkin, Jy",27y 38d,157 (41-1-115 26.43%),67 (0.43),←,
15,"Stephens, Dylan",24y 94d,63 (28-0-35 44.44%),12 (0.19),20 (3-0-17 15.00%),1 (0.05)
13,"Tucker, Darcy",28y 79d,154 (47-0-107 30.52%),44 (0.29),46 (5-0-41 10.87%),9 (0.20)
38,"Xerri, Tristan",26y 28d,61 (10-1-50 17.21%),22 (0.36),←,
44,"Zurhaar, Cameron",26y 325d,126 (28-1-97 22.62%),170 (1.35),←,
Totals,Totals,25y 122d,2447 (874-14-1559 35.72%),1638 (0.67),,
C,"Clarkson, Alastair",56y 350d,431 (235-4-192 54.99%),,41 (7-0-34 17.07%),
