Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
21,"Barry, Leo",25y 77d,94 (48-0-46 51.06%),50 (0.53),←,
42,"Bennett, Gerrard",23y 117d,31 (12-1-18 40.32%),11 (0.35),←,
24,"Bolton, Jude",22y 142d,63 (26-1-36 42.06%),39 (0.62),←,
8,"Cresswell, Daryn",31y 74d,221 (92-2-127 42.08%),180 (0.81),←,
28,"Crouch, Jared",24y 152d,104 (48-1-55 46.63%),20 (0.19),←,
6,"Dunkley, Andrew",34y 36d,213 (89-3-121 42.49%),11 (0.05),←,
9,"Fixter, Ben",21y 42d,20 (7-0-13 35.00%),4 (0.20),←,
12,"Fosdike, Nic",22y 159d,64 (27-1-36 42.97%),35 (0.55),←,
37,"Goodes, Adam",22y 208d,83 (36-1-46 43.98%),110 (1.33),←,
14,"Kelly, Paul",33y 7d,230 (88-4-138 39.13%),195 (0.85),←,
17,"Kennelly, Tadhg",21y 34d,24 (10-0-14 41.67%),7 (0.29),←,
31,"Kirk, Brett",25y 283d,45 (18-1-26 41.11%),23 (0.51),←,
4,"Mathews, Ben",23y 248d,83 (38-1-44 46.39%),15 (0.18),←,
13,"McPherson, Daniel",27y 30d,104 (56-2-46 54.81%),33 (0.32),←,
38,"Mott, Ricky",21y 105d,17 (4-1-12 26.47%),3 (0.18),←,
23,"Nicks, Matthew",27y 83d,127 (67-1-59 53.15%),91 (0.72),←,
5,"OKeefe, Ryan",21y 192d,23 (10-0-13 43.48%),11 (0.48),←,
19,"OLoughlin, Michael",25y 165d,162 (85-2-75 53.09%),234 (1.44),←,
22,"Saddington, Jason",22y 285d,107 (51-1-55 48.13%),32 (0.30),←,
7,"Seymour, Brad",26y 93d,127 (66-2-59 52.76%),9 (0.07),←,
16,"Stevens, Scott",20y 201d,12 (3-1-8 29.17%),11 (0.92),←,
10,"Williams, Paul",29y 123d,227 (96-3-128 42.95%),264 (1.16),38 (15-1-22 40.79%),41 (1.08)
Totals,Totals,25y 30d,2181 (977-29-1175 44.80%),1388 (0.64),,
C,"Roos, Paul",39y 38d,6 (2-0-4 33.33%),,←,
