Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",24y 226d,85 (33-0-52 38.82%),23 (0.27),3 (0-0-3 0.00%),
34,"Bewley, Brett",25y 68d,10 (4-0-6 40.00%),1 (0.10),←,
8,"Brayshaw, Andrew",20y 226d,42 (15-0-27 35.71%),12 (0.29),←,
5,"Cerra, Adam",20y 258d,44 (16-0-28 36.36%),9 (0.20),←,
33,"Colyer, Travis",28y 302d,100 (47-1-52 47.50%),61 (0.61),13 (4-0-9 30.77%),7 (0.54)
6,"Conca, Reece",27y 314d,129 (67-1-61 52.33%),25 (0.19),25 (9-0-16 36.00%),2 (0.08)
36,"Cox, Brennan",21y 313d,37 (11-0-26 29.73%),27 (0.73),←,
7,"Fyfe, Nat",28y 277d,176 (93-1-82 53.13%),152 (0.86),←,
1,"Hogan, Jesse",25y 130d,84 (38-0-46 45.24%),165 (1.96),13 (6-0-7 46.15%),13 (1.00)
15,"Hughes, Ethan",25y 197d,53 (18-0-35 33.96%),4 (0.08),←,
37,"Lobb, Rory",27y 133d,92 (49-2-41 54.35%),79 (0.86),18 (7-0-11 38.89%),15 (0.83)
2,"Logue, Griffin",22y 69d,26 (8-0-18 30.77%),1 (0.04),←,
3,"Matera, Brandon",28y 102d,141 (46-1-94 32.98%),169 (1.20),40 (15-0-25 37.50%),45 (1.13)
16,"Mundy, David",34y 337d,318 (160-1-157 50.47%),137 (0.43),←,
13,"Ryan, Luke",24y 136d,52 (18-0-34 34.62%),3 (0.06),←,
28,"Schultz, Lachie",22y 204d,10 (2-0-8 20.00%),5 (0.50),←,
27,"Sturt, Sam",20y 40d,2 (0-0-2 0.00%),3 (1.50),←,
20,"Taberner, Matthew",27y 4d,74 (33-0-41 44.59%),80 (1.08),←,
18,"Tucker, Darcy",23y 150d,73 (22-0-51 30.14%),29 (0.40),←,
10,"Walters, Michael",29y 166d,154 (75-1-78 49.03%),265 (1.72),←,
14,"Wilson, Nathan",27y 166d,117 (55-2-60 47.86%),17 (0.15),40 (15-0-25 37.50%),1 (0.03)
26,"Young, Hayden",19y 71d,2 (0-0-2 0.00%),,←,
Totals,Totals,25y 94d,1821 (810-10-1001 44.48%),1267 (0.70),,
C,"Longmuir, Justin",39y 152d,3 (0-0-3 0.00%),,←,
