Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",25y 216d,78 (40-1-37 51.92%),19 (0.24),←,
47,"Austin, Mark",24y 76d,29 (10-0-19 34.48%),2 (0.07),14 (5-0-9 35.71%),1 (0.07)
5,"Boyd, Matthew",30y 257d,211 (98-2-111 46.92%),72 (0.34),←,
17,"Cooney, Adam",27y 223d,189 (94-2-93 50.26%),163 (0.86),←,
4,"Cross, Daniel",30y 42d,204 (95-3-106 47.30%),31 (0.15),←,
6,"Dahlhaus, Luke",20y 263d,35 (11-0-24 31.43%),32 (0.91),←,
13,"Giansiracusa, Daniel",31y 61d,235 (105-4-126 45.53%),288 (1.23),←,
16,"Griffen, Ryan",26y 288d,168 (85-1-82 50.89%),110 (0.65),←,
39,"Johannisen, Jason",20y 184d,9 (1-0-8 11.11%),2 (0.22),←,
19,"Jones, Liam",22y 76d,44 (16-0-28 36.36%),44 (1.00),←,
21,"Liberatore, Tom",20y 360d,40 (11-0-29 27.50%),8 (0.20),←,
33,"Lower, Nick",25y 322d,49 (17-0-32 34.69%),11 (0.22),7 (1-0-6 14.29%),2 (0.29)
37,"Markovic, Lukas",26y 126d,26 (7-0-19 26.92%),3 (0.12),←,
27,"Minson, Will",28y 30d,143 (70-1-72 49.30%),67 (0.47),←,
38,"Morris, Dale",30y 133d,158 (86-2-70 55.06%),3 (0.02),←,
2,"Murphy, Robert",30y 336d,234 (101-4-129 44.02%),160 (0.68),←,
42,"Picken, Liam",26y 283d,94 (42-0-52 44.68%),29 (0.31),←,
23,"Roughead, Jordan",22y 189d,42 (15-0-27 35.71%),11 (0.26),←,
14,"Smith, Clay",20y,22 (4-0-18 18.18%),12 (0.55),←,
15,"Tutt, Jason",21y 361d,12 (2-0-10 16.67%),8 (0.67),←,
3,"Wallis, Mitch",20y 199d,32 (7-0-25 21.88%),9 (0.28),←,
31,"Young, Tom",21y 15d,16 (9-0-7 56.25%),2 (0.13),7 (1-0-6 14.29%),
Totals,Totals,25y 84d,2070 (926-20-1124 44.73%),1086 (0.52),,
C,"McCartney, Brendan",52y 200d,29 (6-0-23 20.69%),,←,
