North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 194d,18 (2-0-16 11.11%),,←,
30,"Comben, Charlie",23y 1d,24 (4-0-20 16.67%),8 (0.33),←,
4,"Corr, Aidan",30y 65d,157 (53-3-101 34.71%),3 (0.02),59 (6-0-53 10.17%),1 (0.02)
25,"Curtis, Paul",21y 139d,54 (6-0-48 11.11%),54 (1.00),←,
9,"Davies-Uniacke, Luke",25y 43d,103 (20-1-82 19.90%),38 (0.37),←,
16,"Fisher, Zac",26y 36d,123 (36-1-86 29.67%),53 (0.43),16 (1-0-15 6.25%),
40,"Ford, Eddie",22y 30d,37 (3-0-34 8.11%),30 (0.81),←,
46,"Hansen, Robert",20y 130d,3 (0-0-3 0.00%),1 (0.33),←,
20,"Larkey, Nick",26y 45d,112 (22-1-89 20.09%),227 (2.03),←,
19,"Logue, Griffin",26y 99d,80 (30-1-49 38.13%),10 (0.13),16 (2-0-14 12.50%),1 (0.06)
11,"McDonald, Luke",29y 163d,198 (69-0-129 34.85%),18 (0.09),←,
10,"McKercher, Colby",19y 100d,12 (1-0-11 8.33%),,←,
24,"Powell, Tom",22y 141d,63 (8-1-54 13.49%),22 (0.35),←,
8,"Scott, Bailey",24y 12d,96 (11-1-84 11.98%),30 (0.31),←,
3,"Sheezel, Harry",19y 282d,41 (5-0-36 12.20%),14 (0.34),←,
14,"Shiels, Liam",33y 83d,284 (160-3-121 56.87%),96 (0.34),29 (4-0-25 13.79%),6 (0.21)
12,"Simpkin, Jy",26y 138d,147 (39-1-107 26.87%),58 (0.39),←,
15,"Stephens, Dylan",23y 195d,55 (26-0-29 47.27%),11 (0.20),12 (1-0-11 8.33%),
43,"Teakle, Brynn",24y 279d,12 (6-0-6 50.00%),6 (0.50),6 (1-0-5 16.67%),5 (0.83)
13,"Tucker, Darcy",27y 180d,144 (45-0-99 31.25%),44 (0.31),36 (3-0-33 8.33%),9 (0.25)
6,"Wardlaw, George",20y 40d,23 (1-0-22 4.35%),6 (0.26),←,
38,"Xerri, Tristan",25y 128d,51 (8-1-42 16.67%),20 (0.39),←,
44,"Zurhaar, Cameron",26y 60d,116 (26-1-89 22.84%),159 (1.37),←,
Totals,Totals,24y 192d,1953 (581-15-1357 29.75%),908 (0.46),,
C,"Clarkson, Alastair",56y 85d,421 (233-4-184 55.82%),,31 (5-0-26 16.13%),
