Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",32y 29d,285 (151-2-132 53.33%),375 (1.32),93 (27-0-66 29.03%),113 (1.22)
39,"Davis, Ryan",27y 5d,23 (6-0-17 26.09%),11 (0.48),9 (3-0-6 33.33%),7 (0.78)
12,"Day, Sam",23y 280d,88 (26-1-61 30.11%),56 (0.64),←,
5,"Harbrow, Jarrod",27y 330d,175 (69-2-104 40.00%),50 (0.29),105 (29-1-75 28.10%),29 (0.28)
38,"Joyce, Jesse",18y 300d,2 (0-0-2 0.00%),,←,
28,"Kolodjashnij, Kade",20y 308d,50 (13-1-36 27.00%),10 (0.20),←,
23,"Lemmens, Sean",21y 223d,47 (15-1-31 32.98%),7 (0.15),←,
37,"Lonergan, Jesse",21y 211d,43 (11-1-31 26.74%),5 (0.12),←,
19,"Lynch, Tom",23y 225d,92 (25-1-66 27.72%),163 (1.77),←,
7,"Malceski, Nick",31y 302d,204 (122-3-79 60.54%),73 (0.36),28 (6-1-21 23.21%),6 (0.21)
4,"Martin, Jack",21y 135d,35 (10-1-24 30.00%),33 (0.94),←,
32,"Matera, Brandon",24y 93d,81 (23-1-57 29.01%),87 (1.07),←,
17,"May, Steven",24y 154d,78 (25-1-52 32.69%),17 (0.22),←,
18,"McKenzie, Trent",24y 70d,98 (29-0-69 29.59%),22 (0.22),←,
11,"Miller, Touk",20y 111d,30 (5-1-24 18.33%),8 (0.27),←,
22,"Nicholls, Tom",24y 100d,38 (12-1-25 32.89%),6 (0.16),←,
10,"Prestia, Dion",23y 244d,92 (24-0-68 26.09%),28 (0.30),←,
35,"Rischitelli, Michael",30y 156d,208 (74-3-131 36.30%),87 (0.42),97 (25-0-72 25.77%),40 (0.41)
3,"Rosa, Matt",29y 202d,176 (89-1-86 50.85%),42 (0.24),8 (2-0-6 25.00%),3 (0.38)
6,"Sexton, Alex",22y 192d,46 (12-0-34 26.09%),27 (0.59),←,
16,"Thompson, Rory",25y 92d,69 (21-1-47 31.16%),7 (0.10),←,
30,"Wright, Peter",19y 278d,10 (0-0-10 0.00%),11 (1.10),←,
Totals,Totals,24y 184d,1970 (762-22-1186 38.68%),1125 (0.57),,
C,"Eade, Rodney",58y 69d,348 (176-5-167 51.29%),,34 (7-1-26 22.06%),
