North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
21,"Coleman-Jones, Callum",24y 290d,31 (5-1-25 17.74%),20 (0.65),22 (1-0-21 4.55%),9 (0.41)
4,"Corr, Aidan",29y 317d,142 (51-3-88 36.97%),3 (0.02),44 (4-0-40 9.09%),1 (0.02)
25,"Curtis, Paul",21y 25d,39 (4-0-35 10.26%),36 (0.92),←,
9,"Davies-Uniacke, Luke",24y 295d,88 (18-1-69 21.02%),30 (0.34),←,
42,"Dawson, Kallan",25y 251d,8 (1-0-7 12.50%),,←,
7,"Duursma, Zane",18y 214d,3 (0-0-3 0.00%),2 (0.67),←,
16,"Fisher, Zac",25y 288d,110 (35-1-74 32.27%),53 (0.48),3 (0-0-3 0.00%),
40,"Ford, Eddie",21y 282d,25 (1-0-24 4.00%),19 (0.76),←,
20,"Larkey, Nick",25y 297d,97 (20-1-76 21.13%),198 (2.04),←,
35,"Lazzaro, Charlie",22y 4d,33 (5-0-28 15.15%),4 (0.12),←,
11,"McDonald, Luke",29y 49d,183 (67-0-116 36.61%),18 (0.10),←,
10,"McKercher, Colby",18y 352d,3 (0-0-3 0.00%),,←,
32,"Pink, Toby",25y 231d,3 (0-0-3 0.00%),,←,
24,"Powell, Tom",22y 27d,48 (6-1-41 13.54%),19 (0.40),←,
8,"Scott, Bailey",23y 264d,81 (9-1-71 11.73%),28 (0.35),←,
3,"Sheezel, Harry",19y 168d,26 (3-0-23 11.54%),3 (0.12),←,
12,"Simpkin, Jy",26y 24d,136 (37-1-98 27.57%),52 (0.38),←,
15,"Stephens, Dylan",23y 81d,46 (25-0-21 54.35%),11 (0.24),3 (0-0-3 0.00%),
2,"Stephenson, Jaidyn",25y 74d,113 (40-1-72 35.84%),125 (1.11),59 (6-1-52 11.02%),49 (0.83)
13,"Tucker, Darcy",27y 66d,129 (43-0-86 33.33%),41 (0.32),21 (1-0-20 4.76%),6 (0.29)
6,"Wardlaw, George",19y 292d,11 (0-0-11 0.00%),3 (0.27),←,
38,"Xerri, Tristan",25y 14d,36 (6-1-29 18.06%),14 (0.39),←,
44,"Zurhaar, Cameron",25y 312d,102 (24-1-77 24.02%),137 (1.34),←,
Totals,Totals,23y 358d,1493 (400-13-1080 26.79%),816 (0.55),,
C,"Clarkson, Alastair",55y 337d,406 (231-4-171 57.39%),,16 (3-0-13 18.75%),
