Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 63d,101 (28-1-72 28.22%),81 (0.80),←,
15,"Anderson, Noah",22y 56d,63 (20-1-42 32.54%),20 (0.32),←,
31,"Andrew, Mac",19y 131d,6 (2-0-4 33.33%),,←,
10,"Ballard, Charlie",23y 265d,92 (25-1-66 27.72%),2 (0.02),←,
1,"Chol, Mabior",26y 75d,55 (29-1-25 53.64%),69 (1.25),24 (10-0-14 41.67%),45 (1.88)
25,"Collins, Sam",28y 303d,86 (29-1-56 34.30%),,72 (26-1-45 36.81%),
4,"Ellis, Brandon",29y 254d,232 (129-2-101 56.03%),77 (0.33),56 (20-1-35 36.61%),19 (0.34)
8,"Fiorini, Brayden",25y 235d,79 (18-1-60 23.42%),25 (0.32),←,
7,"Holman, Nick",27y 320d,96 (28-0-68 29.17%),52 (0.54),87 (27-0-60 31.03%),52 (0.60)
19,"Humphrey, Bailey",18y 215d,2 (0-0-2 0.00%),1 (0.50),←,
34,"King, Ben",22y 281d,58 (13-1-44 23.28%),96 (1.66),←,
23,"Lemmens, Sean",28y 163d,135 (38-2-95 28.89%),25 (0.19),←,
22,"Long, Ben",25y 236d,84 (33-1-50 39.88%),31 (0.37),5 (1-0-4 20.00%),
13,"Lukosius, Jack",22y 248d,78 (22-1-55 28.85%),24 (0.31),←,
44,"Macpherson, Darcy",25y 167d,77 (20-0-57 25.97%),26 (0.34),←,
11,"Miller, Touk",27y 51d,165 (43-2-120 26.67%),47 (0.28),←,
49,"Moyle, Ned",21y 58d,2 (0-0-2 0.00%),,←,
27,"Powell, Wil",23y 231d,72 (24-1-47 34.03%),13 (0.18),←,
41,"Rosas, Malcolm",21y 291d,23 (10-0-13 43.48%),16 (0.70),←,
18,"Rowell, Matt",21y 287d,44 (17-0-27 38.64%),10 (0.23),←,
6,"Sexton, Alex",29y 132d,162 (43-0-119 26.54%),160 (0.99),←,
24,"Swallow, David",30y 146d,202 (56-1-145 27.97%),90 (0.45),←,
14,"Weller, Lachie",27y 50d,131 (36-1-94 27.86%),45 (0.34),84 (22-1-61 26.79%),28 (0.33)
Totals,Totals,24y 360d,2045 (663-18-1364 32.42%),910 (0.44),,
C,"Dew, Stuart",43y 239d,110 (30-1-79 27.73%),,←,
