Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",21y 189d,24 (7-2-15 33.33%),7 (0.29),←,
11,"Batchelor, Jake",20y 202d,30 (11-2-17 40.00%),,←,
9,"Cotchin, Trent",22y 148d,86 (36-2-48 43.02%),55 (0.64),←,
7,"Dea, Matt",20y 325d,21 (8-1-12 40.48%),,←,
3,"Deledio, Brett",25y 137d,172 (64-5-103 38.66%),116 (0.67),←,
10,"Edwards, Shane",23y 313d,109 (36-5-68 35.32%),68 (0.62),←,
42,"Ellis, Brandon",19y 30d,21 (9-1-11 45.24%),2 (0.10),←,
6,"Grigg, Shaun",24y 136d,86 (36-2-48 43.02%),34 (0.40),43 (18-2-23 44.19%),24 (0.56)
32,"Helbig, Brad",20y 187d,15 (4-2-9 33.33%),4 (0.27),←,
14,"Houli, Bachar",24y 113d,70 (28-3-39 42.14%),17 (0.24),44 (18-2-24 43.18%),8 (0.18)
23,"Jackson, Daniel",26y 130d,123 (40-4-79 34.15%),39 (0.32),←,
20,"Maric, Ivan",26y 242d,98 (53-1-44 54.59%),35 (0.36),21 (10-1-10 50.00%),7 (0.33)
4,"Martin, Dustin",21y 68d,63 (23-2-38 38.10%),67 (1.06),←,
16,"McGuane, Luke",25y 203d,93 (29-4-60 33.33%),19 (0.20),←,
38,"Morris, Steven",23y 246d,21 (9-1-11 45.24%),1 (0.05),←,
26,"Nahas, Robin",24y 297d,77 (25-3-49 34.42%),97 (1.26),←,
17,"Newman, Chris",30y 107d,214 (71-5-138 34.35%),32 (0.15),←,
45,"OHanlon, Brett",19y 47d,8 (3-1-4 43.75%),2 (0.25),←,
37,"Post, Jayden",22y 272d,30 (10-2-18 36.67%),6 (0.20),←,
18,"Rance, Alex",22y 329d,66 (20-2-44 31.82%),7 (0.11),←,
8,"Riewoldt, Jack",23y 307d,112 (40-4-68 37.50%),262 (2.34),←,
21,"Tuck, Shane",30y 253d,162 (60-4-98 38.27%),69 (0.43),←,
Totals,Totals,23y 244d,1701 (622-58-1021 36.57%),939 (0.55),,
C,"Hardwick, Damien",40y 15d,66 (24-2-40 37.88%),,←,
