Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details,Fitzroy Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fitzroy Games (W-D-L W%),Fitzroy Goals (Ave.)
23,"Atkins, Simon",26y 198d,141 (65-2-74 46.81%),82 (0.58),14 (2-0-12 14.29%),6 (0.43)
32,"Baldwin, Jason",25y 244d,106 (37-0-69 34.91%),29 (0.27),←,
5,"Barker, John",20y 140d,23 (5-0-18 21.74%),2 (0.09),←,
41,"Bird, Peter",19y 160d,8 (2-0-6 25.00%),5 (0.63),←,
14,"Bizzotto, Frank",24y 40d,28 (8-0-20 28.57%),3 (0.11),←,
1,"Boyd, Brad",23y 333d,49 (15-0-34 30.61%),38 (0.78),←,
40,"Bruce, Jeff",21y 242d,6 (0-0-6 0.00%),3 (0.50),←,
35,"Cook, Brett",22y 81d,14 (1-0-13 7.14%),4 (0.29),←,
31,"Dent, Matthew",23y 173d,20 (3-0-17 15.00%),3 (0.15),←,
17,"Hawking, Simon",22y 126d,36 (11-0-25 30.56%),2 (0.06),←,
3,"Hawkins, Doug",35y 65d,343 (146-4-193 43.15%),225 (0.66),14 (2-0-12 14.29%),9 (0.64)
10,"Hogg, Jeff",28y 267d,167 (45-0-122 26.95%),337 (2.02),23 (4-0-19 17.39%),31 (1.35)
19,"Holmes, Darren",24y 309d,53 (9-2-42 18.87%),7 (0.13),11 (2-0-9 18.18%),1 (0.09)
2,"Johnson, Chris",19y 40d,30 (6-0-24 20.00%),41 (1.37),←,
36,"Lamb, Wayne",22y 263d,10 (0-1-9 5.00%),4 (0.40),8 (0-0-8 0.00%),4 (0.50)
25,"McCarthy, John",28y 101d,141 (51-1-89 36.52%),166 (1.18),49 (13-0-36 26.53%),65 (1.33)
7,"Molloy, Jarrod",19y 58d,34 (7-0-27 20.59%),33 (0.97),←,
4,"Paxman, Stephen",24y 217d,73 (21-0-52 28.77%),14 (0.19),←,
37,"Rombotis, John",18y 269d,3 (1-0-2 33.33%),1 (0.33),←,
22,"Stretch, Steven",31y 185d,186 (94-1-91 50.81%),77 (0.41),22 (4-0-18 18.18%),6 (0.27)
16,"Zanotti, Mark",30y 243d,149 (43-0-106 28.86%),19 (0.13),49 (15-0-34 30.61%),8 (0.16)
Totals,Totals,24y 161d,1620 (570-11-1039 35.19%),1095 (0.68),,
C,"Quinlan, Bernie",43y 353d,14 (2-0-12 14.29%),,←,
