Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
1,"Boak, Travis",24y 361d,124 (51-1-72 41.53%),67 (0.54),←,
5,"Broadbent, Matthew",22y 361d,72 (24-1-47 34.03%),36 (0.50),←,
11,"Butcher, John",22y 25d,18 (6-0-12 33.33%),30 (1.67),←,
27,"Carlile, Alipate",26y 89d,127 (50-1-76 39.76%),5 (0.04),←,
25,"Cassisi, Domenic",30y 309d,210 (104-2-104 50.00%),73 (0.35),←,
30,"Colquhoun, Sam",18y 220d,4 (2-0-2 50.00%),,←,
18,"Cornes, Kane",30y 204d,261 (130-2-129 50.19%),90 (0.34),←,
7,"Ebert, Brad",23y 117d,115 (43-1-71 37.83%),55 (0.48),39 (15-1-23 39.74%),22 (0.56)
9,"Gray, Robbie",25y 120d,84 (32-0-52 38.10%),114 (1.36),←,
8,"Hartlett, Hamish",22y 348d,63 (22-1-40 35.71%),30 (0.48),←,
23,"Lobbe, Matthew",24y 166d,36 (14-0-22 38.89%),8 (0.22),←,
37,"Mitchell, Kane",23y 239d,10 (5-0-5 50.00%),7 (0.70),←,
6,"Monfries, Angus",26y 190d,167 (68-3-96 41.62%),191 (1.14),17 (10-0-7 58.82%),26 (1.53)
26,"Moore, Andrew",22y 59d,34 (14-0-20 41.18%),11 (0.32),←,
13,"OShea, Cameron",21y 137d,39 (14-0-25 35.90%),7 (0.18),←,
29,"Pittard, Jasper",22y 118d,24 (11-0-13 45.83%),5 (0.21),←,
28,"Schulz, Jay",28y 101d,135 (49-3-83 37.41%),196 (1.45),64 (25-1-38 39.84%),138 (2.16)
14,"Stewart, Paul",26y 18d,76 (28-0-48 36.84%),29 (0.38),←,
12,"Trengove, Jackson",22y 268d,71 (22-1-48 31.69%),7 (0.10),←,
39,"Westhoff, Justin",26y 300d,127 (51-1-75 40.55%),167 (1.31),←,
16,"Wines, Ollie",18y 294d,17 (10-0-7 58.82%),6 (0.35),←,
20,"Wingard, Chad",19y 364d,36 (15-1-20 43.06%),39 (1.08),←,
Totals,Totals,24y 51d,1850 (765-18-1067 41.35%),1173 (0.63),,
C,"Hinkley, Ken",46y 301d,16 (10-0-6 62.50%),,←,
