North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
21,"Coleman-Jones, Callum",24y 284d,30 (5-1-24 18.33%),20 (0.67),21 (1-0-20 4.76%),9 (0.43)
4,"Corr, Aidan",29y 311d,141 (51-3-87 37.23%),3 (0.02),43 (4-0-39 9.30%),1 (0.02)
25,"Curtis, Paul",21y 19d,38 (4-0-34 10.53%),33 (0.87),←,
9,"Davies-Uniacke, Luke",24y 289d,87 (18-1-68 21.26%),30 (0.34),←,
42,"Dawson, Kallan",25y 245d,7 (1-0-6 14.29%),,←,
7,"Duursma, Zane",18y 208d,2 (0-0-2 0.00%),2 (1.00),←,
16,"Fisher, Zac",25y 282d,109 (35-1-73 32.57%),53 (0.49),2 (0-0-2 0.00%),
40,"Ford, Eddie",21y 276d,24 (1-0-23 4.17%),17 (0.71),←,
20,"Larkey, Nick",25y 291d,96 (20-1-75 21.35%),195 (2.03),←,
35,"Lazzaro, Charlie",21y 364d,32 (5-0-27 15.63%),3 (0.09),←,
11,"McDonald, Luke",29y 43d,182 (67-0-115 36.81%),18 (0.10),←,
10,"McKercher, Colby",18y 346d,2 (0-0-2 0.00%),,←,
32,"Pink, Toby",25y 225d,2 (0-0-2 0.00%),,←,
24,"Powell, Tom",22y 21d,47 (6-1-40 13.83%),18 (0.38),←,
8,"Scott, Bailey",23y 258d,80 (9-1-70 11.88%),28 (0.35),←,
3,"Sheezel, Harry",19y 162d,25 (3-0-22 12.00%),3 (0.12),←,
12,"Simpkin, Jy",26y 18d,135 (37-1-97 27.78%),52 (0.39),←,
15,"Stephens, Dylan",23y 75d,45 (25-0-20 55.56%),11 (0.24),2 (0-0-2 0.00%),
2,"Stephenson, Jaidyn",25y 68d,112 (40-1-71 36.16%),125 (1.12),58 (6-1-51 11.21%),49 (0.84)
13,"Tucker, Darcy",27y 60d,128 (43-0-85 33.59%),41 (0.32),20 (1-0-19 5.00%),6 (0.30)
6,"Wardlaw, George",19y 286d,10 (0-0-10 0.00%),2 (0.20),←,
38,"Xerri, Tristan",25y 8d,35 (6-1-28 18.57%),14 (0.40),←,
44,"Zurhaar, Cameron",25y 306d,101 (24-1-76 24.26%),136 (1.35),←,
Totals,Totals,23y 352d,1470 (400-13-1057 27.21%),804 (0.55),,
C,"Clarkson, Alastair",55y 331d,405 (231-4-170 57.53%),,15 (3-0-12 20.00%),
