Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 119d,130 (42-1-87 32.69%),110 (0.85),←,
15,"Anderson, Noah",23y 112d,94 (35-1-58 37.77%),38 (0.40),←,
31,"Andrew, Mac",20y 187d,31 (13-0-18 41.94%),,←,
10,"Ballard, Charlie",24y 321d,123 (40-1-82 32.93%),2 (0.02),←,
16,"Berry, Tom",23y 38d,39 (25-0-14 64.10%),6 (0.15),19 (10-0-9 52.63%),3 (0.16)
33,"Clohesy, Sam",21y 179d,10 (5-0-5 50.00%),6 (0.60),←,
25,"Collins, Sam",29y 359d,117 (44-1-72 38.03%),,103 (41-1-61 40.29%),
8,"Fiorini, Brayden",26y 291d,104 (31-1-72 30.29%),32 (0.31),←,
3,"Flanders, Sam",22y 320d,56 (20-1-35 36.61%),15 (0.27),←,
26,"Graham, Will",18y 317d,7 (3-0-4 42.86%),1 (0.14),←,
7,"Holman, Nick",29y 10d,122 (41-0-81 33.61%),68 (0.56),113 (40-0-73 35.40%),68 (0.60)
19,"Humphrey, Bailey",19y 271d,30 (15-0-15 50.00%),21 (0.70),←,
40,"Jeffrey, Joel",22y 88d,21 (11-0-10 52.38%),16 (0.76),←,
34,"King, Ben",23y 337d,86 (28-1-57 33.14%),167 (1.94),←,
22,"Long, Ben",26y 292d,101 (42-1-58 42.08%),43 (0.43),22 (10-0-12 45.45%),12 (0.55)
13,"Lukosius, Jack",23y 304d,108 (37-1-70 34.72%),68 (0.63),←,
11,"Miller, Touk",28y 107d,186 (53-2-131 29.03%),55 (0.30),←,
49,"Moyle, Ned",22y 114d,6 (2-0-4 33.33%),1 (0.17),←,
18,"Rowell, Matt",22y 343d,75 (32-0-43 42.67%),24 (0.32),←,
6,"Sexton, Alex",30y 188d,174 (49-0-125 28.16%),163 (0.94),←,
24,"Swallow, David",31y 202d,232 (70-1-161 30.39%),107 (0.46),←,
32,"Uwland, Bodhi",20y 319d,14 (7-0-7 50.00%),,←,
17,"Walter, Jed",19y,10 (4-0-6 40.00%),9 (0.90),←,
Totals,Totals,24y 114d,1876 (649-12-1215 34.59%),952 (0.51),,
C,"Hardwick, Damien",51y 295d,320 (177-6-137 56.25%),,13 (7-0-6 53.85%),
