Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
38,"Byrne, Ciaran",21y 209d,12 (5-0-7 41.67%),,←,
41,"Casboult, Levi",26y 109d,65 (23-1-41 36.15%),64 (0.98),←,
9,"Cripps, Patrick",21y 106d,36 (10-1-25 29.17%),11 (0.31),←,
35,"Curnow, Ed",26y 238d,102 (45-2-55 45.10%),13 (0.13),←,
15,"Docherty, Sam",22y 259d,62 (21-1-40 34.68%),10 (0.16),49 (15-1-33 31.63%),9 (0.18)
33,"Everitt, Andrejs",27y 111d,128 (65-3-60 51.95%),91 (0.71),49 (14-0-35 28.57%),59 (1.20)
4,"Gibbs, Bryce",27y 109d,201 (88-2-111 44.28%),116 (0.58),←,
11,"Kerridge, Sam",23y 67d,41 (19-0-22 46.34%),27 (0.66),14 (6-0-8 42.86%),4 (0.29)
8,"Kreuzer, Matthew",27y 50d,132 (64-0-68 48.48%),69 (0.52),←,
13,"Lamb, Jed",23y 257d,35 (15-0-20 42.86%),30 (0.86),13 (6-0-7 46.15%),13 (1.00)
34,"Phillips, Andrew",24y 365d,22 (4-0-18 18.18%),9 (0.41),8 (2-0-6 25.00%),4 (0.50)
20,"Plowman, Lachie",21y 295d,31 (10-0-21 32.26%),1 (0.03),11 (6-0-5 54.55%),
17,"Rowe, Sam",28y 226d,65 (22-1-42 34.62%),15 (0.23),←,
2,"Silvagni, Jack",18y 198d,1 (0-0-1 0.00%),,←,
6,"Simpson, Kade",32y 58d,256 (101-3-152 40.04%),127 (0.50),←,
19,"Sumner, Liam",22y 321d,22 (7-0-15 31.82%),14 (0.64),10 (5-0-5 50.00%),5 (0.50)
39,"Thomas, Dale",29y 11d,195 (116-2-77 60.00%),141 (0.72),38 (13-0-25 34.21%),20 (0.53)
42,"Tuohy, Zach",26y 205d,112 (47-1-64 42.41%),37 (0.33),←,
1,"Walker, Andrew",30y 45d,200 (75-3-122 38.25%),139 (0.69),←,
23,"Weitering, Jacob",18y 222d,12 (4-0-8 33.33%),,←,
43,"White, Simon",28y 15d,68 (29-2-37 44.12%),12 (0.18),←,
46,"Wright, Matthew",26y 201d,108 (55-0-53 50.93%),77 (0.71),14 (6-0-8 42.86%),14 (1.00)
Totals,Totals,25y 84d,1906 (825-22-1059 43.28%),1003 (0.53),,
C,"Bolton, Brendon",37y 75d,19 (11-0-8 57.89%),,14 (6-0-8 42.86%),
