Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
27,"Armfield, Dennis",24y 240d,57 (30-0-27 52.63%),9 (0.16),←,
19,"Betts, Eddie",24y 266d,141 (55-3-83 40.07%),210 (1.49),←,
44,"Carrazzo, Andrew",27y 247d,138 (54-3-81 40.22%),40 (0.29),←,
31,"Davies, Marcus",20y 135d,10 (6-0-4 60.00%),1 (0.10),←,
34,"Duigan, Nick",26y 346d,19 (13-1-5 71.05%),1 (0.05),←,
46,"Ellard, David",22y 159d,25 (16-0-9 64.00%),16 (0.64),←,
38,"Garlett, Jeff",22y 16d,51 (31-1-19 61.76%),94 (1.84),←,
4,"Gibbs, Bryce",22y 157d,110 (51-1-58 46.82%),56 (0.51),←,
23,"Henderson, Lachie",21y 248d,46 (23-1-22 51.09%),31 (0.67),31 (15-1-15 50.00%),28 (0.90)
40,"Jamison, Michael",25y 69d,69 (33-1-35 48.55%),1 (0.01),←,
45,"Joseph, Aaron",22y 46d,53 (29-0-24 54.72%),8 (0.15),←,
5,"Judd, Chris",27y 345d,219 (130-3-86 60.05%),192 (0.88),85 (46-1-38 54.71%),54 (0.64)
8,"Kreuzer, Matthew",22y 98d,67 (37-0-30 55.22%),37 (0.55),←,
15,"Laidler, Jeremy",22y 14d,18 (11-1-6 63.89%),2 (0.11),16 (10-1-5 65.63%),2 (0.13)
3,"Murphy, Marc",24y 31d,123 (54-1-68 44.31%),101 (0.82),←,
12,"Robinson, Mitch",22y 73d,46 (28-1-17 61.96%),28 (0.61),←,
29,"Scotland, Heath",31y 29d,220 (89-2-129 40.91%),71 (0.32),167 (66-2-99 40.12%),59 (0.35)
6,"Simpson, Kade",27y 106d,154 (62-2-90 40.91%),93 (0.60),←,
32,"Thornton, Bret",27y 277d,179 (64-1-114 36.03%),18 (0.10),←,
1,"Walker, Andrew",25y 93d,124 (44-3-77 36.69%),87 (0.70),←,
11,"Warnock, Robert",24y 212d,50 (26-1-23 53.00%),12 (0.24),29 (16-1-12 56.90%),8 (0.28)
13,"Yarran, Chris",20y 243d,42 (22-1-19 53.57%),31 (0.74),←,
Totals,Totals,24y 124d,1961 (908-27-1026 46.30%),1139 (0.58),,
C,"Ratten, Brett",40y 39d,95 (48-1-46 51.05%),,←,
