Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",30y 57d,251 (106-1-144 42.43%),168 (0.67),←,
38,"Cartledge, Tristan",23y 67d,8 (3-0-5 37.50%),2 (0.25),1 (1-0-0 100.00%),1 (1.00)
39,"Connors, Daniel",19y 330d,6 (3-0-3 50.00%),3 (0.50),←,
9,"Cotchin, Trent",18y 132d,13 (7-0-6 53.85%),9 (0.69),←,
3,"Deledio, Brett",21y 121d,82 (33-2-47 41.46%),62 (0.76),←,
10,"Edwards, Shane",19y 297d,30 (8-2-20 30.00%),23 (0.77),←,
23,"Jackson, Daniel",22y 114d,45 (13-1-31 30.00%),12 (0.27),←,
17,"Johnson, Kane",30y 155d,218 (92-2-124 42.66%),76 (0.35),114 (37-2-75 33.33%),32 (0.28)
16,"McGuane, Luke",21y 187d,30 (9-1-20 31.67%),,←,
13,"McMahon, Jordan",25y 82d,134 (54-4-76 41.79%),42 (0.31),20 (9-1-10 47.50%),5 (0.25)
40,"Moore, Kelvin",24y 145d,44 (11-1-32 26.14%),9 (0.20),←,
20,"Morton, Mitch",21y 202d,27 (13-1-13 50.00%),42 (1.56),15 (7-1-7 50.00%),31 (2.07)
1,"Newman, Chris",26y 91d,131 (43-2-86 33.59%),16 (0.12),←,
14,"Polo, Dean",22y 12d,31 (13-1-17 43.55%),7 (0.23),←,
12,"Richardson, Matthew",33y 151d,274 (113-2-159 41.61%),789 (2.88),←,
8,"Riewoldt, Jack",19y 291d,24 (9-1-14 39.58%),23 (0.96),←,
25,"Schulz, Jay",23y 121d,65 (22-2-41 35.38%),54 (0.83),←,
5,"Simmonds, Troy",30y 35d,177 (82-1-94 46.61%),123 (0.69),73 (30-1-42 41.78%),57 (0.78)
30,"Tambling, Richard",21y 340d,73 (30-2-41 42.47%),50 (0.68),←,
2,"Thursfield, Will",22y 120d,38 (11-2-25 31.58%),,←,
21,"Tuck, Shane",26y 237d,89 (33-2-54 38.20%),41 (0.46),←,
35,"White, Matt",21y 124d,36 (14-2-20 41.67%),13 (0.36),←,
Totals,Totals,23y 321d,1826 (722-32-1072 39.54%),1564 (0.86),,
C,"Wallace, Terry",49y 248d,234 (112-4-118 48.72%),,86 (33-2-51 39.53%),
