Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
13,"Fantasia, Orazio",24y 293d,78 (33-1-44 42.95%),111 (1.42),←,
8,"Gleeson, Martin",25y 313d,80 (28-1-51 35.63%),5 (0.06),←,
33,"Ham, Brayden",21y 69d,7 (3-0-4 42.86%),3 (0.43),←,
46,"Hibberd, Mitchell",23y 284d,5 (1-0-4 20.00%),,1 (1-0-0 100.00%),
26,"Hooker, Cale",31y 264d,196 (93-2-101 47.96%),86 (0.44),←,
18,"Hurley, Michael",30y 32d,183 (88-3-92 48.91%),108 (0.59),←,
4,"Langford, Kyle",23y 215d,69 (29-0-40 42.03%),44 (0.64),←,
15,"Laverde, Jayden",24y 82d,42 (18-0-24 42.86%),31 (0.74),←,
43,"McDonald-Tipungwuti, Anthony",27y 72d,93 (42-0-51 45.16%),105 (1.13),←,
1,"McGrath, Andrew",22y 31d,68 (37-0-31 54.41%),15 (0.22),←,
44,"McKernan, Shaun",29y 306d,81 (35-0-46 43.21%),72 (0.89),47 (23-0-24 48.94%),51 (1.09)
3,"Parish, Darcy",22y 344d,80 (35-0-45 43.75%),34 (0.43),←,
34,"Phillips, Andrew",29y,42 (7-0-35 16.67%),15 (0.36),1 (1-0-0 100.00%),
27,"Redman, Mason",22y 312d,29 (16-0-13 55.17%),1 (0.03),←,
14,"Ridley, Jordan",21y 257d,13 (8-0-5 61.54%),,←,
42,"Saad, Adam",25y 346d,96 (40-1-55 42.19%),6 (0.06),48 (27-0-21 56.25%),3 (0.06)
9,"Shiel, Dylan",27y 116d,161 (73-3-85 46.27%),74 (0.46),26 (14-0-12 53.85%),10 (0.38)
5,"Smith, Devon",27y 44d,142 (55-2-85 39.44%),123 (0.87),33 (17-0-16 51.52%),23 (0.70)
40,"Snelling, Will",22y 332d,9 (6-0-3 66.67%),7 (0.78),8 (5-0-3 62.50%),6 (0.75)
25,"Stringer, Jake",26y 69d,132 (71-0-61 53.79%),233 (1.77),43 (23-0-20 53.49%),73 (1.70)
20,"Townsend, Jacob",27y 13d,52 (22-0-30 42.31%),37 (0.71),4 (3-0-1 75.00%),5 (1.25)
11,"Zaharakis, David",30y 133d,211 (98-2-111 46.92%),126 (0.60),←,
Totals,Totals,25y 295d,1869 (838-15-1016 44.84%),1236 (0.66),,
C,"Worsfold, John",51y 282d,375 (191-2-182 51.20%),,94 (42-0-52 44.68%),
