Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",19y 293d,27 (7-0-20 25.93%),21 (0.78),←,
27,"Ainsworth, Ben",19y 169d,10 (2-0-8 20.00%),11 (1.10),←,
8,"Fiorini, Brayden",19y 341d,13 (3-0-10 23.08%),7 (0.54),←,
33,"Hall, Aaron",26y 262d,93 (32-1-60 34.95%),74 (0.80),←,
1,"Hanley, Pearce",28y 256d,139 (41-0-98 29.50%),58 (0.42),10 (3-0-7 30.00%),
5,"Harbrow, Jarrod",29y 11d,198 (77-2-119 39.39%),53 (0.27),128 (37-1-90 29.30%),32 (0.25)
38,"Joyce, Jesse",19y 346d,25 (8-0-17 32.00%),1 (0.04),←,
23,"Lemmens, Sean",22y 269d,67 (21-1-45 32.09%),15 (0.22),←,
7,"Lonergan, Jesse",22y 257d,54 (14-1-39 26.85%),6 (0.11),←,
19,"Lynch, Tom",24y 271d,120 (34-1-85 28.75%),231 (1.92),←,
44,"Macpherson, Darcy",19y 273d,8 (0-0-8 0.00%),3 (0.38),←,
4,"Martin, Jack",22y 181d,62 (19-1-42 31.45%),54 (0.87),←,
11,"Miller, Touk",21y 157d,56 (13-1-42 24.11%),17 (0.30),←,
35,"Rischitelli, Michael",31y 202d,214 (76-3-135 36.21%),88 (0.41),103 (27-0-76 26.21%),41 (0.40)
3,"Rosa, Matt",30y 248d,198 (96-1-101 48.74%),44 (0.22),30 (9-0-21 30.00%),5 (0.17)
42,"Saad, Adam",23y 6d,44 (13-1-30 30.68%),3 (0.07),←,
37,"Scrimshaw, Jack",18y 328d,2 (0-0-2 0.00%),,←,
6,"Sexton, Alex",23y 238d,73 (21-0-52 28.77%),41 (0.56),←,
43,"Spencer, Max",19y 298d,1 (0-0-1 0.00%),,←,
24,"Swallow, David",24y 252d,94 (28-0-66 29.79%),48 (0.51),←,
28,"Witts, Jarrod",24y 319d,58 (24-0-34 41.38%),20 (0.34),18 (6-0-12 33.33%),2 (0.11)
30,"Wright, Peter",20y 324d,38 (9-0-29 23.68%),52 (1.37),←,
Totals,Totals,23y 158d,1594 (538-13-1043 33.75%),847 (0.53),,
C,"Eade, Rodney",59y 116d,376 (185-5-186 49.87%),,62 (16-1-45 26.61%),
