Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",27y 89d,141 (49-1-91 35.11%),117 (0.83),←,
15,"Anderson, Noah",24y 82d,112 (45-1-66 40.63%),43 (0.38),←,
1,"Andrew, Mac",21y 157d,48 (22-0-26 45.83%),10 (0.21),←,
33,"Clohesy, Sam",22y 149d,25 (14-0-11 56.00%),7 (0.28),←,
25,"Collins, Sam",30y 329d,135 (54-1-80 40.37%),,121 (51-1-69 42.56%),
8,"Fiorini, Brayden",27y 261d,106 (32-1-73 30.66%),33 (0.31),←,
3,"Flanders, Sam",23y 290d,73 (29-1-43 40.41%),31 (0.42),←,
26,"Graham, Will",19y 287d,25 (13-0-12 52.00%),18 (0.72),←,
7,"Holman, Nick",29y 346d,138 (50-0-88 36.23%),76 (0.55),129 (49-0-80 37.98%),76 (0.59)
19,"Humphrey, Bailey",20y 241d,48 (25-0-23 52.08%),31 (0.65),←,
40,"Jeffrey, Joel",23y 59d,36 (19-0-17 52.78%),17 (0.47),←,
34,"King, Ben",24y 307d,103 (38-1-64 37.38%),211 (2.05),←,
22,"Long, Ben",27y 262d,118 (52-1-65 44.49%),72 (0.61),39 (20-0-19 51.28%),41 (1.05)
11,"Miller, Touk",29y 77d,199 (61-2-136 31.16%),64 (0.32),←,
2,"Noble, John",28y 46d,120 (72-3-45 61.25%),11 (0.09),8 (6-0-2 75.00%),3 (0.38)
27,"Powell, Wil",25y 257d,113 (46-1-66 41.15%),15 (0.13),←,
17,"Rioli, Daniel",28y 24d,191 (104-4-83 55.50%),114 (0.60),8 (6-0-2 75.00%),5 (0.63)
29,"Rogers, Jake",20y 69d,17 (10-0-7 58.82%),6 (0.35),←,
41,"Rosas, Malcolm",23y 317d,46 (22-0-24 47.83%),45 (0.98),←,
18,"Rowell, Matt",23y 313d,93 (42-0-51 45.16%),28 (0.30),←,
32,"Uwland, Bodhi",21y 289d,32 (17-0-15 53.13%),,←,
4,"Walter, Jed",19y 336d,21 (11-0-10 52.38%),21 (1.00),←,
28,"Witts, Jarrod",32y 239d,189 (70-1-118 37.30%),42 (0.22),149 (52-1-96 35.23%),24 (0.16)
Totals,Totals,25y 35d,2129 (897-18-1214 42.13%),1012 (0.48),,
C,"Hardwick, Damien",52y 265d,338 (187-6-145 56.21%),,31 (17-0-14 54.84%),
