Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 63d,122 (38-1-83 31.56%),102 (0.84),←,
15,"Anderson, Noah",23y 56d,86 (31-1-54 36.63%),32 (0.37),←,
31,"Andrew, Mac",20y 131d,23 (9-0-14 39.13%),,←,
10,"Ballard, Charlie",24y 265d,115 (36-1-78 31.74%),2 (0.02),←,
16,"Berry, Tom",22y 348d,31 (21-0-10 67.74%),5 (0.16),11 (6-0-5 54.55%),2 (0.18)
33,"Clohesy, Sam",21y 123d,2 (1-0-1 50.00%),3 (1.50),←,
25,"Collins, Sam",29y 303d,109 (40-1-68 37.16%),,95 (37-1-57 39.47%),
8,"Fiorini, Brayden",26y 235d,98 (28-1-69 29.08%),30 (0.31),←,
3,"Flanders, Sam",22y 264d,49 (16-1-32 33.67%),15 (0.31),←,
26,"Graham, Will",18y 261d,2 (1-0-1 50.00%),,←,
7,"Holman, Nick",28y 320d,115 (38-0-77 33.04%),66 (0.57),106 (37-0-69 34.91%),66 (0.62)
19,"Humphrey, Bailey",19y 215d,23 (11-0-12 47.83%),12 (0.52),←,
34,"King, Ben",23y 281d,78 (24-1-53 31.41%),143 (1.83),←,
13,"Lukosius, Jack",23y 248d,100 (33-1-66 33.50%),60 (0.60),←,
11,"Miller, Touk",28y 51d,178 (49-2-127 28.09%),51 (0.29),←,
27,"Powell, Wil",24y 231d,92 (35-1-56 38.59%),13 (0.14),←,
20,"Read, Ethan",18y 281d,2 (1-0-1 50.00%),3 (1.50),←,
41,"Rosas, Malcolm",22y 291d,42 (20-0-22 47.62%),41 (0.98),←,
18,"Rowell, Matt",22y 287d,67 (28-0-39 41.79%),20 (0.30),←,
24,"Swallow, David",31y 146d,225 (67-1-157 30.00%),104 (0.46),←,
32,"Uwland, Bodhi",20y 263d,8 (4-0-4 50.00%),,←,
17,"Walter, Jed",18y 310d,3 (1-0-2 33.33%),3 (1.00),←,
28,"Witts, Jarrod",31y 213d,169 (59-1-109 35.21%),33 (0.20),129 (41-1-87 32.17%),15 (0.12)
Totals,Totals,24y 3d,1739 (591-13-1135 33.99%),738 (0.42),,
C,"Hardwick, Damien",51y 239d,312 (173-6-133 56.41%),,5 (3-0-2 60.00%),
