Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",34y 177d,339 (163-3-173 48.53%),626 (1.85),207 (85-3-119 41.79%),316 (1.53)
46,"Cottrell, Matthew",21y 83d,13 (7-0-6 53.85%),4 (0.31),←,
9,"Cripps, Patrick",26y 65d,128 (35-1-92 27.73%),59 (0.46),←,
35,"Curnow, Ed",31y 196d,192 (71-2-119 37.50%),44 (0.23),←,
12,"De Koning, Tom",21y 310d,10 (4-0-6 40.00%),2 (0.20),←,
15,"Docherty, Sam",27y 217d,118 (39-1-78 33.47%),14 (0.12),105 (33-1-71 31.90%),13 (0.12)
8,"Fogarty, Lachie",22y 51d,33 (17-0-16 51.52%),11 (0.33),10 (4-0-6 40.00%),5 (0.50)
40,"Gibbons, Michael",26y 7d,46 (17-0-29 36.96%),35 (0.76),←,
36,"Honey, Josh",19y 217d,2 (2-0-0 100.00%),,←,
14,"Jones, Liam",30y 87d,152 (53-0-99 34.87%),84 (0.55),86 (26-0-60 30.23%),16 (0.19)
10,"McKay, Harry",23y 149d,58 (17-0-41 29.31%),106 (1.83),←,
3,"Murphy, Marc",33y 307d,293 (115-1-177 39.42%),196 (0.67),←,
24,"Newman, Nic",28y 127d,55 (28-0-27 50.91%),14 (0.25),24 (8-0-16 33.33%),6 (0.25)
44,"Owies, Matthew",24y 64d,5 (3-0-2 60.00%),8 (1.60),←,
27,"Pittonet, Marc",24y 353d,30 (14-0-16 46.67%),4 (0.13),23 (9-0-14 39.13%),4 (0.17)
20,"Plowman, Lachie",26y 253d,120 (36-0-84 30.00%),2 (0.02),100 (32-0-68 32.00%),1 (0.01)
42,"Saad, Adam",26y 303d,119 (47-2-70 40.34%),9 (0.08),10 (4-0-6 40.00%),1 (0.10)
43,"Setterfield, Will",23y 106d,41 (16-0-25 39.02%),10 (0.24),39 (15-0-24 38.46%),10 (0.26)
1,"Silvagni, Jack",23y 156d,68 (18-0-50 26.47%),50 (0.74),←,
13,"Stocker, Liam",21y 119d,10 (2-0-8 20.00%),1 (0.10),←,
18,"Walsh, Sam",20y 324d,49 (18-0-31 36.73%),18 (0.37),←,
23,"Weitering, Jacob",23y 180d,103 (28-0-75 27.18%),10 (0.10),←,
6,"Williams, Zac",26y 244d,120 (61-0-59 50.83%),28 (0.23),7 (2-0-5 28.57%),1 (0.14)
Totals,Totals,25y 210d,2104 (811-10-1283 38.55%),1335 (0.63),,
C,"Teague, David",40y 17d,38 (17-0-21 44.74%),,←,
