Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",23y 114d,86 (27-0-59 31.40%),221 (2.57),←,
3,"Coniglio, Stephen",22y 222d,78 (30-0-48 38.46%),32 (0.41),←,
1,"Davis, Phil",25y 329d,90 (36-0-54 40.00%),6 (0.07),72 (25-0-47 34.72%),5 (0.07)
4,"Greene, Toby",22y 303d,91 (29-0-62 31.87%),65 (0.71),←,
19,"Haynes, Nick",24y 67d,56 (21-0-35 37.50%),6 (0.11),←,
27,"Himmelberg, Harry",20y 77d,2 (2-0-0 100.00%),,←,
17,"Johnson, Steve",33y 20d,269 (189-3-77 70.82%),482 (1.79),16 (11-0-5 68.75%),30 (1.88)
22,"Kelly, Josh",21y 163d,53 (25-0-28 47.17%),34 (0.64),←,
40,"Kennedy, Adam",24y 12d,74 (20-0-54 27.03%),5 (0.07),←,
37,"Lobb, Rory",23y 166d,28 (15-0-13 53.57%),27 (0.96),←,
41,"Mumford, Shane",30y 19d,144 (93-2-49 65.28%),47 (0.33),44 (24-0-20 54.55%),8 (0.18)
24,"Patfull, Joel",31y 230d,213 (92-3-118 43.90%),26 (0.12),31 (19-0-12 61.29%),2 (0.06)
12,"Patton, Jonathon",23y 65d,48 (19-0-29 39.58%),56 (1.17),←,
50,"Reid, Sam",26y 260d,28 (10-0-18 35.71%),6 (0.21),18 (4-0-14 22.22%),5 (0.28)
9,"Scully, Tom",25y 70d,120 (41-1-78 34.58%),51 (0.43),89 (28-0-61 31.46%),45 (0.51)
23,"Shaw, Heath",30y 240d,230 (139-2-89 60.87%),38 (0.17),57 (29-0-28 50.88%),1 (0.02)
5,"Shiel, Dylan",23y 137d,81 (27-0-54 33.33%),45 (0.56),←,
10,"Smith, Devon",23y 65d,86 (24-0-62 27.91%),77 (0.90),←,
20,"Tomlinson, Adam",22y 349d,60 (13-0-47 21.67%),18 (0.30),←,
8,"Ward, Callan",26y 105d,160 (63-0-97 39.38%),81 (0.51),100 (31-0-69 31.00%),48 (0.48)
29,"Williams, Zac",21y 308d,46 (19-0-27 41.30%),13 (0.28),←,
16,"Wilson, Nathan",23y 199d,47 (20-0-27 42.55%),12 (0.26),←,
Totals,Totals,24y 359d,2090 (954-11-1125 45.65%),1348 (0.64),,
C,"Cameron, Leon",43y 326d,61 (29-0-32 47.54%),,←,
