West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
26,"Allan, Bo",19y 112d,3 (0-0-3 0.00%),,←,
12,"Allen, Oscar",26y 81d,104 (43-0-61 41.35%),151 (1.45),←,
3,"Baker, Liam",27y 132d,141 (68-4-69 49.65%),54 (0.38),13 (1-0-12 7.69%),
41,"Brock, Sandy",22y 176d,7 (1-0-6 14.29%),,←,
10,"Brockman, Tyler",22y 198d,46 (12-2-32 28.26%),31 (0.67),20 (3-0-17 15.00%),8 (0.40)
28,"Cole, Tom",28y 11d,124 (58-0-66 46.77%),5 (0.04),←,
15,"Cripps, Jamie",33y 46d,262 (127-1-134 48.66%),325 (1.24),246 (119-1-126 48.58%),309 (1.26)
43,"Dewar, Tyrell",21y 73d,17 (3-0-14 17.65%),8 (0.47),←,
14,"Duggan, Liam",28y 179d,192 (85-0-107 44.27%),15 (0.08),←,
42,"Edwards, Harry",24y 250d,49 (9-0-40 18.37%),,←,
25,"Flynn, Matt",27y 268d,46 (11-1-34 25.00%),13 (0.28),13 (1-0-12 7.69%),3 (0.23)
7,"Ginbey, Reuben",20y 271d,53 (7-0-46 13.21%),2 (0.04),←,
17,"Graham, Jack",27y 103d,143 (76-4-63 54.55%),52 (0.36),12 (1-0-11 8.33%),1 (0.08)
8,"Hewett, Elijah",21y 12d,25 (4-0-21 16.00%),12 (0.48),←,
19,"Hough, Brady",22y 95d,66 (9-0-57 13.64%),2 (0.03),←,
5,"Hunt, Jayden",30y 66d,170 (70-1-99 41.47%),58 (0.34),56 (9-0-47 16.07%),15 (0.27)
44,"Hutchinson, Jack",23y 210d,17 (1-0-16 5.88%),2 (0.12),←,
11,"Kelly, Tim",30y 317d,155 (60-0-95 38.71%),80 (0.52),107 (30-0-77 28.04%),32 (0.30)
23,"Maric, Ryan",20y 275d,42 (8-0-34 19.05%),16 (0.38),←,
22,"Reid, Archer",19y 262d,11 (0-0-11 0.00%),4 (0.36),←,
9,"Reid, Harley",20y 52d,33 (6-0-27 18.18%),19 (0.58),←,
1,"Ryan, Liam",28y 249d,116 (49-0-67 42.24%),149 (1.28),←,
34,"Williams, Jack",21y 189d,37 (7-0-30 18.92%),33 (0.89),←,
Totals,Totals,24y 253d,1859 (714-13-1132 38.41%),1031 (0.55),,
C,"McQualter, Andrew",38y 364d,26 (8-0-18 30.77%),,13 (1-0-12 7.69%),
