Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",29y 66d,234 (98-1-135 42.09%),154 (0.66),←,
7,"Brown, Nathan",29y 197d,187 (81-3-103 44.12%),297 (1.59),50 (17-0-33 34.00%),91 (1.82)
3,"Deledio, Brett",20y 130d,61 (24-1-36 40.16%),38 (0.62),←,
10,"Edwards, Shane",18y 305d,15 (2-1-12 16.67%),10 (0.67),←,
41,"Foley, Nathan",21y 352d,48 (15-1-32 32.29%),10 (0.21),←,
23,"Jackson, Daniel",21y 123d,35 (9-1-25 27.14%),11 (0.31),←,
17,"Johnson, Kane",29y 164d,201 (85-1-115 42.54%),71 (0.35),97 (30-1-66 31.44%),27 (0.28)
46,"King, Jake",23y 153d,18 (3-1-14 19.44%),2 (0.11),←,
38,"McGuane, Luke",20y 195d,15 (2-0-13 13.33%),,←,
40,"Moore, Kelvin",23y 154d,23 (2-0-21 8.70%),8 (0.35),←,
1,"Newman, Chris",25y 100d,110 (34-1-75 31.36%),13 (0.12),←,
26,"Pattison, Adam",21y 174d,34 (13-1-20 39.71%),7 (0.21),←,
15,"Pettifer, Kayne",25y 216d,102 (38-1-63 37.75%),119 (1.17),←,
6,"Polak, Graham",23y 71d,94 (43-1-50 46.28%),17 (0.18),21 (3-1-17 16.67%),8 (0.38)
4,"Raines, Andrew",21y 171d,50 (17-1-32 35.00%),1 (0.02),←,
12,"Richardson, Matthew",32y 160d,255 (106-1-148 41.76%),741 (2.91),←,
8,"Riewoldt, Jack",18y 299d,7 (1-0-6 14.29%),7 (1.00),←,
25,"Schulz, Jay",22y 130d,49 (14-1-34 29.59%),45 (0.92),←,
30,"Tambling, Richard",20y 348d,52 (21-1-30 41.35%),39 (0.75),←,
36,"Thursfield, Will",21y 129d,21 (5-1-15 26.19%),,←,
32,"Tivendale, Greg",28y 129d,184 (72-1-111 39.40%),124 (0.67),←,
21,"Tuck, Shane",25y 245d,68 (24-1-43 36.03%),33 (0.49),←,
Totals,Totals,23y 315d,1863 (709-21-1133 38.06%),1747 (0.94),,
C,"Wallace, Terry",48y 256d,213 (103-3-107 49.06%),,65 (24-1-40 37.69%),
