Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
13,"Cox, Nik",19y 162d,14 (6-0-8 42.86%),8 (0.57),←,
2,"Draper, Sam",22y 271d,12 (1-0-11 8.33%),2 (0.17),←,
35,"Guelfi, Matt",23y 316d,55 (28-1-26 51.82%),10 (0.18),←,
33,"Ham, Brayden",22y 62d,29 (12-0-17 41.38%),8 (0.28),←,
21,"Heppell, Dyson",29y 43d,184 (89-2-93 48.91%),61 (0.33),←,
19,"Hind, Nick",26y 311d,35 (15-0-20 42.86%),19 (0.54),14 (6-0-8 42.86%),2 (0.14)
26,"Hooker, Cale",32y 256d,215 (101-2-112 47.44%),119 (0.55),←,
23,"Jones, Harry",20y 121d,14 (6-0-8 42.86%),18 (1.29),←,
4,"Langford, Kyle",24y 207d,95 (38-1-56 40.53%),64 (0.67),←,
15,"Laverde, Jayden",25y 75d,60 (26-0-34 43.33%),37 (0.62),←,
43,"McDonald-Tipungwuti, Anthony",28y 65d,120 (51-1-68 42.92%),148 (1.23),←,
7,"Merrett, Zach",25y 266d,156 (66-2-88 42.95%),47 (0.30),←,
3,"Parish, Darcy",23y 336d,107 (44-1-62 41.59%),43 (0.40),←,
16,"Perkins, Archie",19y 92d,12 (6-0-6 50.00%),2 (0.17),←,
27,"Redman, Mason",23y 304d,51 (24-1-26 48.04%),6 (0.12),←,
14,"Ridley, Jordan",22y 249d,39 (16-1-22 42.31%),,←,
5,"Smith, Devon",28y 37d,165 (62-3-100 38.48%),134 (0.81),56 (24-1-31 43.75%),34 (0.61)
17,"Stewart, James",27y 114d,63 (26-1-36 42.06%),66 (1.05),45 (18-1-26 41.11%),48 (1.07)
25,"Stringer, Jake",27y 62d,148 (76-0-72 51.35%),259 (1.75),59 (28-0-31 47.46%),99 (1.68)
45,"Waterman, Alec",24y 311d,7 (3-0-4 42.86%),9 (1.29),←,
20,"Wright, Peter",24y 291d,78 (18-0-60 23.08%),96 (1.23),12 (5-0-7 41.67%),11 (0.92)
11,"Zaharakis, David",31y 125d,225 (104-3-118 46.89%),135 (0.60),←,
30,"Zerk-Thatcher, Brandon",22y 305d,17 (7-1-9 44.12%),,←,
Totals,Totals,25y 32d,1901 (825-20-1056 43.40%),1291 (0.68),,
C,"Rutten, Ben",38y 29d,14 (6-0-8 42.86%),,←,
