Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 105d,128 (41-1-86 32.42%),108 (0.84),←,
15,"Anderson, Noah",23y 98d,92 (34-1-57 37.50%),38 (0.41),←,
31,"Andrew, Mac",20y 173d,29 (12-0-17 41.38%),,←,
10,"Ballard, Charlie",24y 307d,121 (39-1-81 32.64%),2 (0.02),←,
16,"Berry, Tom",23y 24d,37 (24-0-13 64.86%),5 (0.14),17 (9-0-8 52.94%),2 (0.12)
33,"Clohesy, Sam",21y 165d,8 (4-0-4 50.00%),6 (0.75),←,
25,"Collins, Sam",29y 345d,115 (43-1-71 37.83%),,101 (40-1-60 40.10%),
5,"Davies, Alex",22y 68d,28 (13-0-15 46.43%),9 (0.32),←,
7,"Holman, Nick",28y 362d,120 (40-0-80 33.33%),68 (0.57),111 (39-0-72 35.14%),68 (0.61)
19,"Humphrey, Bailey",19y 257d,28 (14-0-14 50.00%),20 (0.71),←,
40,"Jeffrey, Joel",22y 74d,19 (10-0-9 52.63%),16 (0.84),←,
38,"Johnston, Lloyd",19y 247d,5 (2-0-3 40.00%),2 (0.40),←,
34,"King, Ben",23y 323d,84 (27-1-56 32.74%),161 (1.92),←,
22,"Long, Ben",26y 278d,99 (41-1-57 41.92%),38 (0.38),20 (9-0-11 45.00%),7 (0.35)
13,"Lukosius, Jack",23y 290d,106 (36-1-69 34.43%),66 (0.62),←,
11,"Miller, Touk",28y 93d,184 (52-2-130 28.80%),53 (0.29),←,
29,"Rogers, Jake",19y 84d,5 (2-0-3 40.00%),2 (0.40),←,
18,"Rowell, Matt",22y 329d,73 (31-0-42 42.47%),23 (0.32),←,
6,"Sexton, Alex",30y 174d,172 (48-0-124 27.91%),163 (0.95),←,
24,"Swallow, David",31y 188d,230 (69-1-160 30.22%),106 (0.46),←,
32,"Uwland, Bodhi",20y 305d,12 (6-0-6 50.00%),,←,
17,"Walter, Jed",18y 352d,8 (3-0-5 37.50%),9 (1.13),←,
28,"Witts, Jarrod",31y 255d,174 (61-1-112 35.34%),36 (0.21),134 (43-1-90 32.46%),18 (0.13)
Totals,Totals,24y 133d,1877 (652-11-1214 34.74%),931 (0.50),,
C,"Hardwick, Damien",51y 281d,318 (176-6-136 56.29%),,11 (6-0-5 54.55%),
