Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",20y 32d,18 (5-1-12 30.56%),4 (0.22),←,
10,"Ballard, Charlie",21y 241d,49 (9-1-39 19.39%),1 (0.02),←,
3,"Bowes, Jack",23y 54d,60 (13-1-46 22.50%),13 (0.22),←,
7,"Brodie, Will",22y 210d,21 (2-0-19 9.52%),3 (0.14),←,
35,"Budarick, Connor",19y 349d,16 (5-1-10 34.38%),1 (0.06),←,
25,"Collins, Sam",26y 279d,41 (11-1-29 28.05%),,27 (8-1-18 31.48%),
12,"Day, Sam",28y 196d,138 (37-2-99 27.54%),97 (0.70),←,
4,"Ellis, Brandon",27y 230d,193 (113-2-78 59.07%),63 (0.33),17 (4-1-12 26.47%),5 (0.29)
1,"Greenwood, Hugh",29y 15d,69 (35-2-32 52.17%),39 (0.57),18 (5-1-12 30.56%),3 (0.17)
39,"Holman, Nick",25y 296d,56 (12-0-44 21.43%),24 (0.43),47 (11-0-36 23.40%),24 (0.51)
34,"King, Ben",20y 257d,32 (5-1-26 17.19%),45 (1.41),←,
23,"Lemmens, Sean",26y 139d,94 (23-2-69 25.53%),25 (0.27),←,
13,"Lukosius, Jack",20y 224d,39 (8-1-30 21.79%),6 (0.15),←,
44,"Macpherson, Darcy",23y 143d,52 (11-0-41 21.15%),25 (0.48),←,
17,"Markov, Oleg",24y 317d,24 (12-0-12 50.00%),3 (0.13),1 (0-0-1 0.00%),
11,"Miller, Touk",25y 27d,118 (25-2-91 22.03%),32 (0.27),←,
27,"Powell, Wil",21y 207d,36 (9-1-26 26.39%),11 (0.31),←,
22,"Rankine, Izak",20y 332d,13 (2-1-10 19.23%),12 (0.92),←,
18,"Rowell, Matt",19y 263d,6 (3-0-3 50.00%),6 (1.00),←,
6,"Sexton, Alex",27y 108d,134 (33-0-101 24.63%),130 (0.97),←,
24,"Swallow, David",28y 122d,155 (38-1-116 24.84%),73 (0.47),←,
14,"Weller, Lachie",25y 26d,104 (25-1-78 24.52%),36 (0.35),57 (11-1-45 20.18%),19 (0.33)
28,"Witts, Jarrod",28y 189d,120 (36-1-83 30.42%),25 (0.21),80 (18-1-61 23.13%),7 (0.09)
Totals,Totals,24y 90d,1588 (472-22-1094 29.72%),674 (0.42),,
C,"Dew, Stuart",41y 215d,62 (12-1-49 20.16%),,←,
