North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",28y 157d,94 (37-0-57 39.36%),31 (0.33),84 (30-0-54 35.71%),27 (0.32)
16,"Bonar, Aiden",23y 123d,28 (5-0-23 17.86%),5 (0.18),22 (2-0-20 9.09%),
21,"Coleman-Jones, Callum",23y 26d,14 (4-1-9 32.14%),13 (0.93),5 (0-0-5 0.00%),2 (0.40)
4,"Corr, Aidan",28y 53d,115 (48-3-64 43.04%),2 (0.02),17 (1-0-16 5.88%),
25,"Curtis, Paul",19y 127d,11 (0-0-11 0.00%),7 (0.64),←,
9,"Davies-Uniacke, Luke",23y 31d,65 (15-1-49 23.85%),17 (0.26),←,
22,"Goldstein, Todd",34y 8d,289 (127-2-160 44.29%),150 (0.52),←,
18,"Greenwood, Hugh",30y 125d,98 (41-2-55 42.86%),47 (0.48),15 (1-0-14 6.67%),2 (0.13)
20,"Larkey, Nick",24y 33d,66 (16-1-49 25.00%),111 (1.68),←,
35,"Lazzaro, Charlie",20y 106d,18 (3-0-15 16.67%),3 (0.17),←,
1,"Mahony, Jack",20y 239d,41 (5-1-35 13.41%),17 (0.41),←,
11,"McDonald, Luke",27y 150d,153 (64-0-89 41.83%),17 (0.11),←,
23,"McKay, Ben",24y 197d,47 (6-1-40 13.83%),1 (0.02),←,
39,"Perez, Flynn",20y 318d,15 (0-0-15 0.00%),,←,
24,"Powell, Tom",20y 129d,25 (2-1-22 10.00%),8 (0.32),←,
8,"Scott, Bailey",22y,49 (5-1-43 11.22%),19 (0.39),←,
12,"Simpkin, Jy",24y 126d,110 (33-1-76 30.45%),41 (0.37),←,
36,"Spicer, Phoenix",20y 160d,3 (0-0-3 0.00%),,←,
2,"Stephenson, Jaidyn",23y 175d,84 (37-1-46 44.64%),94 (1.12),30 (3-1-26 11.67%),18 (0.60)
5,"Taylor, Curtis",22y 94d,46 (8-1-37 18.48%),18 (0.39),←,
17,"Young, Lachie",23y 94d,38 (7-1-30 19.74%),1 (0.03),30 (3-1-26 11.67%),
7,"Ziebell, Jack",31y 131d,253 (109-1-143 43.28%),177 (0.70),←,
44,"Zurhaar, Cameron",24y 48d,77 (21-1-55 27.92%),98 (1.27),←,
Totals,Totals,24y 115d,1739 (593-20-1126 34.10%),877 (0.50),,
C,"Noble, David",55y 55d,38 (5-1-32 14.47%),,←,
