Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",22y 188d,31 (12-0-19 38.71%),1 (0.03),←,
18,"Cameron, Jeremy",23y 23d,74 (18-0-56 24.32%),188 (2.54),←,
3,"Coniglio, Stephen",22y 131d,66 (21-0-45 31.82%),25 (0.38),←,
1,"Davis, Phil",25y 238d,81 (29-0-52 35.80%),6 (0.07),63 (18-0-45 28.57%),5 (0.08)
4,"Greene, Toby",22y 212d,80 (21-0-59 26.25%),40 (0.50),←,
32,"Griffen, Ryan",29y 272d,228 (111-1-116 48.90%),141 (0.62),26 (14-0-12 53.85%),11 (0.42)
17,"Johnson, Steve",32y 295d,258 (181-3-74 70.74%),463 (1.79),5 (3-0-2 60.00%),11 (2.20)
22,"Kelly, Josh",21y 72d,41 (16-0-25 39.02%),22 (0.54),←,
40,"Kennedy, Adam",23y 287d,66 (14-0-52 21.21%),4 (0.06),←,
37,"Lobb, Rory",23y 75d,16 (6-0-10 37.50%),14 (0.88),←,
41,"Mumford, Shane",29y 294d,133 (85-2-46 64.66%),47 (0.35),33 (16-0-17 48.48%),8 (0.24)
24,"Patfull, Joel",31y 139d,201 (83-3-115 42.04%),25 (0.12),19 (10-0-9 52.63%),1 (0.05)
12,"Patton, Jonathon",22y 340d,36 (10-0-26 27.78%),41 (1.14),←,
9,"Scully, Tom",24y 345d,108 (32-1-75 30.09%),37 (0.34),77 (19-0-58 24.68%),31 (0.40)
23,"Shaw, Heath",30y 149d,218 (130-2-86 60.09%),38 (0.17),45 (20-0-25 44.44%),1 (0.02)
5,"Shiel, Dylan",23y 46d,69 (18-0-51 26.09%),35 (0.51),←,
10,"Smith, Devon",22y 340d,83 (22-0-61 26.51%),73 (0.88),←,
11,"Steele, Jack",20y 133d,10 (4-0-6 40.00%),4 (0.40),←,
8,"Ward, Callan",26y 14d,148 (54-0-94 36.49%),75 (0.51),88 (22-0-66 25.00%),42 (0.48)
6,"Whitfield, Lachie",21y 281d,56 (17-0-39 30.36%),23 (0.41),←,
29,"Williams, Zac",21y 217d,34 (10-0-24 29.41%),10 (0.29),←,
16,"Wilson, Nathan",23y 108d,37 (12-0-25 32.43%),11 (0.30),←,
Totals,Totals,24y 290d,2074 (906-12-1156 43.68%),1323 (0.64),,
C,"Cameron, Leon",43y 235d,49 (20-0-29 40.82%),,←,
