Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",25y 190d,116 (35-1-80 30.60%),98 (0.84),←,
15,"Anderson, Noah",22y 183d,80 (28-1-51 35.63%),29 (0.36),←,
31,"Andrew, Mac",19y 258d,20 (8-0-12 40.00%),,←,
2,"Atkins, Rory",29y 38d,134 (74-1-59 55.60%),51 (0.38),33 (12-0-21 36.36%),4 (0.12)
10,"Ballard, Charlie",24y 27d,109 (33-1-75 30.73%),2 (0.02),←,
35,"Budarick, Connor",22y 135d,27 (11-1-15 42.59%),1 (0.04),←,
30,"Casboult, Levi",33y 157d,194 (64-1-129 33.25%),213 (1.10),40 (16-0-24 40.00%),57 (1.42)
1,"Chol, Mabior",26y 202d,60 (32-1-27 54.17%),76 (1.27),29 (13-0-16 44.83%),52 (1.79)
25,"Collins, Sam",29y 65d,103 (37-1-65 36.41%),,89 (34-1-54 38.76%),
4,"Ellis, Brandon",30y 16d,246 (135-2-109 55.28%),84 (0.34),70 (26-1-43 37.86%),26 (0.37)
8,"Fiorini, Brayden",25y 362d,92 (25-1-66 27.72%),26 (0.28),←,
3,"Flanders, Sam",22y 26d,43 (13-1-29 31.40%),12 (0.28),←,
19,"Humphrey, Bailey",18y 342d,19 (8-0-11 42.11%),11 (0.58),←,
38,"Johnston, Lloyd",18y 332d,1 (0-0-1 0.00%),,←,
23,"Lemmens, Sean",28y 290d,144 (42-2-100 29.86%),25 (0.17),←,
13,"Lukosius, Jack",23y 10d,95 (30-1-64 32.11%),56 (0.59),←,
44,"Macpherson, Darcy",25y 294d,94 (28-0-66 29.79%),29 (0.31),←,
11,"Miller, Touk",27y 178d,172 (46-2-124 27.33%),50 (0.29),←,
41,"Rosas, Malcolm",22y 53d,37 (17-0-20 45.95%),30 (0.81),←,
18,"Rowell, Matt",22y 49d,61 (25-0-36 40.98%),17 (0.28),←,
6,"Sexton, Alex",29y 259d,165 (44-0-121 26.67%),162 (0.98),←,
24,"Swallow, David",30y 273d,219 (64-1-154 29.45%),99 (0.45),←,
28,"Witts, Jarrod",30y 340d,164 (56-1-107 34.45%),33 (0.20),124 (38-1-85 31.05%),15 (0.12)
Totals,Totals,25y 225d,2395 (855-19-1521 35.70%),1104 (0.46),,
C,"King, Steven",44y 270d,6 (2-0-4 33.33%),,←,
