Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
20,"Akermanis, Jason",19y 126d,27 (14-1-12 53.70%),24 (0.89),←,
10,"Ashcroft, Marcus",24y 278d,140 (44-2-94 32.14%),79 (0.56),←,
17,"Bartlett, Trent",19y 216d,20 (12-1-7 62.50%),1 (0.05),←,
25,"Bews, Andrew",31y 346d,257 (133-2-122 52.14%),134 (0.52),50 (23-1-26 47.00%),2 (0.04)
1,"Champion, Richard",28y 76d,107 (35-2-70 33.64%),34 (0.32),←,
16,"Clarke, Matthew",22y 285d,57 (27-1-29 48.25%),6 (0.11),←,
12,"Clarke, Troy",27y 21d,68 (18-1-49 27.21%),31 (0.46),←,
6,"Fletcher, Adrian",26y 263d,119 (54-1-64 45.80%),64 (0.54),74 (29-1-44 39.86%),44 (0.59)
8,"Gowers, Andrew",27y 79d,117 (71-1-45 61.11%),57 (0.49),28 (12-1-15 44.64%),3 (0.11)
27,"Keating, Clark",20y 102d,7 (4-1-2 64.29%),3 (0.43),←,
41,"Kennedy, Matthew",26y 146d,102 (31-1-70 30.88%),25 (0.25),←,
18,"Lambert, Craig",27y 268d,164 (51-1-112 31.40%),69 (0.42),41 (18-1-22 45.12%),16 (0.39)
44,"Lappin, Nigel",20y 8d,49 (23-1-25 47.96%),36 (0.73),←,
11,"Lynch, Alastair",28y 10d,144 (56-0-88 38.89%),243 (1.69),24 (12-0-12 50.00%),70 (2.92)
2,"McAdam, Gilbert",29y 91d,102 (54-2-46 53.92%),83 (0.81),49 (24-1-24 50.00%),35 (0.71)
7,"McIvor, Scott",29y 325d,189 (68-1-120 36.24%),90 (0.48),134 (42-1-91 31.72%),75 (0.56)
4,"McRae, Craig",22y 281d,31 (15-0-16 48.39%),42 (1.35),←,
28,"Robbins, Ben",19y 185d,2 (1-0-1 50.00%),1 (0.50),←,
22,"Scott, Chris",20y 57d,46 (21-1-24 46.74%),20 (0.43),←,
3,"Voss, Michael",20y 358d,68 (29-1-38 43.38%),59 (0.87),←,
33,"White, Darryl",23y 17d,80 (31-2-47 40.00%),88 (1.10),←,
Totals,Totals,24y 203d,1896 (792-23-1081 41.77%),1189 (0.63),,
C,"Northey, John",53y,269 (136-3-130 51.12%),,13 (8-1-4 65.38%),
