North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",27y 193d,84 (37-0-47 44.05%),28 (0.33),74 (30-0-44 40.54%),24 (0.32)
16,"Bonar, Aiden",22y 159d,21 (4-0-17 19.05%),5 (0.24),15 (1-0-14 6.67%),
30,"Comben, Charlie",20y 25d,1 (0-0-1 0.00%),1 (1.00),←,
9,"Davies-Uniacke, Luke",22y 67d,49 (14-1-34 29.59%),13 (0.27),←,
14,"Dumont, Trent",26y 45d,112 (40-1-71 36.16%),26 (0.23),←,
40,"Ford, Eddie",19y 54d,4 (0-0-4 0.00%),3 (0.75),←,
22,"Goldstein, Todd",33y 44d,272 (126-2-144 46.69%),137 (0.50),←,
43,"Hall, Aaron",30y 278d,143 (41-2-100 29.37%),92 (0.64),40 (8-1-31 21.25%),16 (0.40)
20,"Larkey, Nick",23y 69d,50 (15-1-34 31.00%),79 (1.58),←,
11,"McDonald, Luke",26y 186d,136 (63-0-73 46.32%),16 (0.12),←,
23,"McKay, Ben",23y 233d,36 (6-1-29 18.06%),,←,
29,"Phillips, Will",19y 84d,15 (4-0-11 26.67%),2 (0.13),←,
8,"Scott, Bailey",21y 36d,33 (4-1-28 13.64%),18 (0.55),←,
12,"Simpkin, Jy",23y 162d,94 (32-1-61 34.57%),35 (0.37),←,
2,"Stephenson, Jaidyn",22y 211d,72 (37-1-34 52.08%),93 (1.29),18 (3-1-14 19.44%),17 (0.94)
25,"Tarrant, Robbie",32y 111d,173 (77-1-95 44.80%),44 (0.25),←,
5,"Taylor, Curtis",21y 130d,29 (7-1-21 25.86%),12 (0.41),←,
26,"Thomas, Tarryn",21y 142d,46 (16-1-29 35.87%),42 (0.91),←,
28,"Turner, Kayne",25y 226d,100 (45-1-54 45.50%),55 (0.55),←,
19,"Walker, Josh",28y 275d,122 (44-2-76 36.89%),74 (0.61),37 (7-1-29 20.27%),5 (0.14)
17,"Young, Lachie",22y 130d,23 (6-1-16 28.26%),1 (0.04),15 (2-1-12 16.67%),
7,"Ziebell, Jack",30y 167d,239 (108-1-130 45.40%),165 (0.69),←,
44,"Zurhaar, Cameron",23y 84d,63 (20-1-42 32.54%),79 (1.25),←,
Totals,Totals,24y 231d,1917 (746-20-1151 38.91%),1020 (0.53),,
C,"Noble, David",54y 91d,21 (4-1-16 21.43%),,←,
