Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",20y 56d,16 (4-0-12 25.00%),17 (1.06),←,
12,"Day, Sam",25y 213d,101 (31-1-69 31.19%),68 (0.67),←,
8,"Fiorini, Brayden",20y 228d,18 (5-0-13 27.78%),7 (0.39),←,
33,"Hall, Aaron",27y 149d,99 (33-1-65 33.84%),75 (0.76),←,
1,"Hanley, Pearce",29y 143d,143 (41-0-102 28.67%),59 (0.41),14 (3-0-11 21.43%),1 (0.07)
5,"Harbrow, Jarrod",29y 263d,205 (79-2-124 39.02%),53 (0.26),135 (39-1-95 29.26%),32 (0.24)
39,"Holman, Nick",22y 313d,12 (3-0-9 25.00%),,3 (2-0-1 66.67%),
38,"Joyce, Jesse",20y 233d,31 (10-0-21 32.26%),1 (0.03),←,
10,"Kolodjashnij, Kade",22y 241d,73 (23-1-49 32.19%),13 (0.18),←,
19,"Lynch, Tom",25y 158d,124 (36-1-87 29.44%),243 (1.96),←,
25,"Lyons, Jarryd",25y 259d,76 (42-0-34 55.26%),46 (0.61),21 (8-0-13 38.10%),14 (0.67)
44,"Macpherson, Darcy",20y 160d,15 (2-0-13 13.33%),7 (0.47),←,
4,"Martin, Jack",23y 68d,69 (21-1-47 31.16%),63 (0.91),←,
17,"May, Steven",26y 87d,109 (36-1-72 33.49%),18 (0.17),←,
11,"Miller, Touk",22y 44d,63 (15-1-47 24.60%),18 (0.29),←,
35,"Rischitelli, Michael",32y 89d,218 (78-3-137 36.47%),88 (0.40),107 (29-0-78 27.10%),41 (0.38)
6,"Sexton, Alex",24y 125d,78 (23-0-55 29.49%),47 (0.60),←,
24,"Swallow, David",25y 139d,100 (30-0-70 30.00%),50 (0.50),←,
16,"Thompson, Rory",27y 26d,89 (28-1-60 32.02%),7 (0.08),←,
14,"Weller, Lachie",22y 43d,50 (16-0-34 32.00%),17 (0.34),3 (2-0-1 66.67%),
28,"Witts, Jarrod",25y 206d,61 (26-0-35 42.62%),20 (0.33),21 (8-0-13 38.10%),2 (0.10)
15,"Young, Aaron",25y 122d,79 (40-1-38 51.27%),64 (0.81),3 (2-0-1 66.67%),2 (0.67)
Totals,Totals,24y 269d,1829 (622-14-1193 34.01%),981 (0.54),,
C,"Dew, Stuart",38y 232d,3 (2-0-1 66.67%),,←,
