Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",27y 233d,155 (63-2-90 41.29%),39 (0.25),←,
8,"Bewick, Rohan",23y 269d,40 (16-0-24 40.00%),35 (0.88),←,
16,"Brown, Jonathan",31y 250d,242 (140-3-99 58.47%),568 (2.35),←,
42,"Clarke, Justin",19y 230d,9 (4-0-5 44.44%),,←,
41,"Golby, Mitch",21y 276d,33 (13-0-20 39.39%),5 (0.15),←,
6,"Green, Josh",20y 316d,26 (12-0-14 46.15%),24 (0.92),←,
11,"Hanley, Pearce",24y 233d,69 (21-0-48 30.43%),21 (0.30),←,
2,"Harwood, Ryan",21y 333d,35 (12-0-23 34.29%),4 (0.11),←,
35,"Lester, Ryan",20y 314d,32 (13-0-19 40.63%),6 (0.19),←,
23,"Leuenberger, Matthew",25y 29d,81 (28-1-52 35.19%),18 (0.22),←,
36,"Maguire, Matt",29y 37d,147 (71-1-75 48.64%),19 (0.13),48 (17-0-31 35.42%),
32,"Mayes, Sam",19y 47d,10 (5-0-5 50.00%),1 (0.10),←,
9,"McGrath, Ashley",30y 47d,202 (96-2-104 48.02%),155 (0.77),←,
21,"Merrett, Daniel",28y 206d,145 (62-3-80 43.79%),45 (0.31),←,
3,"Moloney, Brent",29y 159d,158 (54-3-101 35.13%),44 (0.28),13 (5-0-8 38.46%),7 (0.54)
24,"Patfull, Joel",28y 211d,153 (61-3-89 40.85%),22 (0.14),←,
29,"Raines, Andrew",27y 120d,111 (37-1-73 33.78%),12 (0.11),55 (19-0-36 34.55%),11 (0.20)
30,"Redden, Jack",22y 209d,90 (32-1-57 36.11%),42 (0.47),←,
10,"Rich, Daniel",23y 29d,90 (35-1-54 39.44%),59 (0.66),←,
38,"Rockliff, Tom",23y 134d,75 (23-0-52 30.67%),41 (0.55),←,
14,"Staker, Brent",29y 44d,146 (75-1-70 51.71%),104 (0.71),36 (11-0-25 30.56%),20 (0.56)
15,"Zorko, Dayne",24y 147d,30 (13-0-17 43.33%),31 (1.03),←,
Totals,Totals,25y 43d,2079 (886-22-1171 42.62%),1295 (0.62),,
C,"Voss, Michael",37y 364d,104 (40-1-63 38.94%),,←,
