Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
31,"Ball, Matthew",22y 133d,10 (1-0-9 10.00%),2 (0.20),←,
33,"Barlow, Kris",30y 354d,96 (50-0-46 52.08%),73 (0.76),←,
20,"Beaumont, Simon",28y 203d,165 (74-0-91 44.85%),93 (0.56),13 (2-0-11 15.38%),4 (0.31)
25,"Clarke, Tim",22y 92d,39 (20-0-19 51.28%),10 (0.26),←,
24,"Croad, Trent",24y 116d,135 (66-1-68 49.26%),146 (1.08),97 (46-1-50 47.94%),86 (0.89)
19,"Dixon, Ben",27y 19d,142 (73-1-68 51.76%),190 (1.34),←,
1,"Everitt, Peter",30y 61d,208 (82-2-124 39.90%),336 (1.62),28 (9-0-19 32.14%),36 (1.29)
34,"Graham, Mark",31y 112d,215 (101-2-112 47.44%),60 (0.28),←,
29,"Greene, Steven",22y 160d,35 (16-0-19 45.71%),11 (0.31),←,
3,"Hay, Jonathan",24y 325d,122 (58-1-63 47.95%),12 (0.10),←,
8,"Jacobs, Danny",24y 8d,92 (56-1-35 61.41%),26 (0.28),11 (2-0-9 18.18%),3 (0.27)
22,"Kane, Ben",21y 103d,9 (3-0-6 33.33%),1 (0.11),←,
18,"Ladson, Rick",20y 136d,13 (4-0-9 30.77%),10 (0.77),←,
37,"Lekkas, Angelo",28y 4d,163 (71-1-91 43.87%),106 (0.65),←,
12,"Lonie, Nathan",21y 121d,47 (17-0-30 36.17%),21 (0.45),←,
5,"Mitchell, Sam",21y 265d,42 (19-0-23 45.24%),9 (0.21),←,
40,"Osborne, Michael",21y 340d,34 (11-0-23 32.35%),5 (0.15),←,
16,"Ries, Nick",21y 355d,52 (23-0-29 44.23%),14 (0.27),←,
28,"Sewell, Brad",20y 152d,4 (0-0-4 0.00%),,←,
11,"Smith, Joel",27y 61d,157 (76-1-80 48.73%),80 (0.51),99 (47-1-51 47.98%),29 (0.29)
23,"Thompson, Nathan",26y 140d,112 (54-1-57 48.66%),178 (1.59),←,
6,"Williams, Mark",21y 81d,25 (8-0-17 32.00%),34 (1.36),←,
Totals,Totals,24y 202d,1917 (883-11-1023 46.06%),1417 (0.74),,
C,"Schwab, Peter",43y 285d,106 (52-0-54 49.06%),,←,
