Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
44,"Bail, Rohan",26y 332d,67 (16-1-50 24.63%),28 (0.42),←,
10,"Brayshaw, Angus",19y 135d,8 (3-0-5 37.50%),2 (0.25),←,
18,"Cross, Daniel",32y 55d,235 (105-3-127 45.32%),34 (0.14),25 (7-0-18 28.00%),1 (0.04)
14,"Dunn, Lynden",28y 10d,147 (37-2-108 25.85%),95 (0.65),←,
48,"Fitzpatrick, Jack",23y 332d,20 (2-0-18 10.00%),22 (1.10),←,
20,"Garland, Colin",27y 26d,123 (28-2-93 23.58%),16 (0.13),←,
36,"Garlett, Jeff",25y 294d,115 (60-1-54 52.61%),199 (1.73),8 (3-0-5 37.50%),16 (2.00)
31,"Grimes, Jack",26y 13d,89 (19-2-68 22.47%),8 (0.09),←,
1,"Hogan, Jesse",20y 101d,7 (3-0-4 42.86%),14 (2.00),←,
38,"Howe, Jeremy",24y 329d,86 (18-0-68 20.93%),71 (0.83),←,
45,"Jones, Matt",27y 218d,44 (7-0-37 15.91%),7 (0.16),←,
2,"Jones, Nathan",27y 124d,187 (44-3-140 24.33%),87 (0.47),←,
8,"Lumumba, Heritier",28y 190d,207 (132-2-73 64.25%),29 (0.14),8 (3-0-5 37.50%),1 (0.13)
25,"McDonald, Tom",22y 248d,68 (14-0-54 20.59%),3 (0.04),←,
19,"Newton, Ben",22y 289d,11 (6-0-5 54.55%),7 (0.64),7 (3-0-4 42.86%),7 (1.00)
21,"Pedersen, Cameron",28y 68d,49 (13-0-36 26.53%),45 (0.92),33 (6-0-27 18.18%),25 (0.76)
27,"Riley, Aidan",23y 162d,22 (11-0-11 50.00%),8 (0.36),10 (3-0-7 30.00%),3 (0.30)
42,"Spencer, Jake",25y 227d,32 (4-0-28 12.50%),3 (0.09),←,
5,"Toumpas, Jimmy",21y 142d,22 (4-0-18 18.18%),4 (0.18),←,
37,"Vandenberg, Aaron",23y 82d,8 (3-0-5 37.50%),3 (0.38),←,
23,"Vince, Bernie",29y 234d,158 (74-0-84 46.84%),96 (0.61),29 (6-0-23 20.69%),16 (0.55)
4,"Watts, Jack",24y 59d,102 (25-2-75 25.49%),77 (0.75),←,
Totals,Totals,25y 150d,1807 (628-18-1161 34.75%),858 (0.47),,
C,"Roos, Paul",51y 331d,232 (123-2-107 53.45%),,30 (7-0-23 23.33%),
