Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",26y 43d,120 (37-1-82 31.25%),101 (0.84),←,
15,"Anderson, Noah",23y 36d,84 (30-1-53 36.31%),30 (0.36),←,
2,"Atkins, Rory",29y 256d,136 (74-1-61 54.78%),52 (0.38),35 (12-0-23 34.29%),5 (0.14)
10,"Ballard, Charlie",24y 245d,113 (35-1-77 31.42%),2 (0.02),←,
16,"Berry, Tom",22y 328d,29 (20-0-9 68.97%),5 (0.17),9 (5-0-4 55.56%),2 (0.22)
35,"Budarick, Connor",22y 353d,31 (13-1-17 43.55%),1 (0.03),←,
30,"Casboult, Levi",34y 9d,198 (66-1-131 33.59%),215 (1.09),44 (18-0-26 40.91%),59 (1.34)
25,"Collins, Sam",29y 283d,107 (39-1-67 36.92%),,93 (36-1-56 39.25%),
4,"Ellis, Brandon",30y 234d,250 (137-2-111 55.20%),84 (0.34),74 (28-1-45 38.51%),26 (0.35)
8,"Fiorini, Brayden",26y 215d,96 (27-1-68 28.65%),29 (0.30),←,
3,"Flanders, Sam",22y 244d,47 (15-1-31 32.98%),15 (0.32),←,
7,"Holman, Nick",28y 300d,113 (37-0-76 32.74%),65 (0.58),104 (36-0-68 34.62%),65 (0.63)
34,"King, Ben",23y 261d,76 (23-1-52 30.92%),136 (1.79),←,
22,"Long, Ben",26y 216d,95 (39-1-55 41.58%),31 (0.33),16 (7-0-9 43.75%),
13,"Lukosius, Jack",23y 228d,98 (32-1-65 33.16%),60 (0.61),←,
11,"Miller, Touk",28y 31d,176 (48-2-126 27.84%),51 (0.29),←,
49,"Moyle, Ned",22y 38d,3 (0-0-3 0.00%),1 (0.33),←,
27,"Powell, Wil",24y 211d,90 (34-1-55 38.33%),13 (0.14),←,
18,"Rowell, Matt",22y 267d,65 (27-0-38 41.54%),18 (0.28),←,
6,"Sexton, Alex",30y 112d,169 (46-0-123 27.22%),162 (0.96),←,
24,"Swallow, David",31y 126d,223 (66-1-156 29.82%),101 (0.45),←,
32,"Uwland, Bodhi",20y 243d,6 (3-0-3 50.00%),,←,
17,"Walter, Jed",18y 290d,1 (0-0-1 0.00%),,←,
Totals,Totals,25y 310d,2326 (848-18-1460 36.46%),1172 (0.50),,
C,"Hardwick, Damien",51y 219d,310 (172-6-132 56.45%),,3 (2-0-1 66.67%),
