Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",22y 256d,47 (18-0-29 38.30%),13 (0.28),36 (15-0-21 41.67%),12 (0.33)
42,"DAmbrosio, Massimo",20y 6d,16 (9-0-7 56.25%),5 (0.31),←,
2,"Draper, Sam",24y 256d,56 (21-0-35 37.50%),25 (0.45),←,
22,"Durham, Sam",21y 337d,39 (18-0-21 46.15%),9 (0.23),←,
35,"Guelfi, Matt",25y 301d,87 (43-1-43 50.00%),37 (0.43),←,
21,"Heppell, Dyson",31y 28d,225 (107-2-116 48.00%),67 (0.30),←,
19,"Hind, Nick",28y 296d,73 (32-0-41 43.84%),25 (0.34),52 (23-0-29 44.23%),8 (0.15)
8,"Hobbs, Ben",19y 268d,25 (10-0-15 40.00%),12 (0.48),←,
4,"Langford, Kyle",26y 192d,120 (51-1-68 42.92%),102 (0.85),←,
15,"Laverde, Jayden",27y 60d,100 (45-0-55 45.00%),37 (0.37),←,
37,"Martin, Nic",22y 69d,34 (15-0-19 44.12%),28 (0.82),←,
1,"McGrath, Andrew",25y 9d,124 (60-1-63 48.79%),19 (0.15),←,
47,"Menzie, Jye",20y 226d,14 (9-0-5 64.29%),16 (1.14),←,
7,"Merrett, Zach",27y 251d,196 (85-2-109 43.88%),61 (0.31),←,
16,"Perkins, Archie",21y 77d,52 (23-0-29 44.23%),40 (0.77),←,
34,"Phillips, Andrew",31y 343d,73 (25-0-48 34.25%),27 (0.37),32 (19-0-13 59.38%),12 (0.38)
27,"Redman, Mason",25y 289d,93 (43-1-49 46.77%),16 (0.17),←,
14,"Ridley, Jordan",24y 234d,80 (35-1-44 44.38%),1 (0.01),←,
11,"Snelling, Will",25y 309d,57 (29-1-27 51.75%),28 (0.49),56 (28-1-27 50.89%),27 (0.48)
25,"Stringer, Jake",29y 47d,183 (92-0-91 50.27%),321 (1.75),94 (44-0-50 46.81%),161 (1.71)
10,"Weideman, Sam",25y 350d,70 (40-0-30 57.14%),75 (1.07),11 (6-0-5 54.55%),13 (1.18)
20,"Wright, Peter",26y 276d,110 (31-0-79 28.18%),172 (1.56),44 (18-0-26 40.91%),87 (1.98)
30,"Zerk-Thatcher, Brandon",24y 290d,41 (21-1-19 52.44%),,←,
Totals,Totals,25y 80d,1915 (862-11-1042 45.01%),1136 (0.59),,
C,"Scott, Brad",47y 39d,224 (114-0-110 50.89%),,13 (8-0-5 61.54%),
