Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",20y 272d,38 (7-0-31 18.42%),23 (0.61),←,
31,"Ballard, Charlie",18y 350d,9 (0-0-9 0.00%),1 (0.11),←,
41,"Brodie, Will",19y 319d,6 (1-0-5 16.67%),1 (0.17),←,
32,"Crossley, Brayden",18y 326d,5 (0-0-5 0.00%),3 (0.60),←,
5,"Harbrow, Jarrod",29y 355d,217 (80-2-135 37.33%),54 (0.25),147 (40-1-106 27.55%),33 (0.22)
39,"Holman, Nick",23y 40d,24 (4-0-20 16.67%),7 (0.29),15 (3-0-12 20.00%),7 (0.47)
38,"Joyce, Jesse",20y 325d,41 (11-0-30 26.83%),1 (0.02),←,
23,"Lemmens, Sean",23y 248d,73 (21-1-51 29.45%),17 (0.23),←,
25,"Lyons, Jarryd",25y 351d,86 (43-0-43 50.00%),47 (0.55),31 (9-0-22 29.03%),15 (0.48)
4,"Martin, Jack",23y 160d,80 (22-1-57 28.13%),73 (0.91),←,
17,"May, Steven",26y 179d,117 (37-1-79 32.05%),20 (0.17),←,
11,"Miller, Touk",22y 136d,75 (16-1-58 22.00%),23 (0.31),←,
27,"Powell, Wil",18y 316d,2 (0-0-2 0.00%),1 (0.50),←,
35,"Rischitelli, Michael",32y 181d,229 (79-3-147 35.15%),88 (0.38),118 (30-0-88 25.42%),41 (0.35)
36,"Schoenfeld, Josh",21y 5d,12 (1-0-11 8.33%),4 (0.33),←,
6,"Sexton, Alex",24y 217d,90 (24-0-66 26.67%),56 (0.62),←,
24,"Swallow, David",25y 231d,112 (31-0-81 27.68%),54 (0.48),←,
16,"Thompson, Rory",27y 118d,100 (29-1-70 29.50%),7 (0.07),←,
14,"Weller, Lachie",22y 135d,62 (17-0-45 27.42%),18 (0.29),15 (3-0-12 20.00%),1 (0.07)
28,"Witts, Jarrod",25y 298d,73 (27-0-46 36.99%),22 (0.30),33 (9-0-24 27.27%),4 (0.12)
30,"Wright, Peter",21y 303d,45 (9-0-36 20.00%),62 (1.38),←,
15,"Young, Aaron",25y 214d,91 (41-1-49 45.60%),74 (0.81),15 (3-0-12 20.00%),12 (0.80)
Totals,Totals,23y 231d,1587 (500-11-1076 31.51%),656 (0.41),,
C,"Dew, Stuart",38y 324d,15 (3-0-12 20.00%),,←,
