Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
12,"Akermanis, Jason",22y 129d,86 (44-3-39 52.91%),86 (1.00),48 (21-2-25 45.83%),42 (0.88)
10,"Ashcroft, Marcus",27y 281d,211 (76-4-131 36.97%),116 (0.55),59 (23-2-34 40.68%),32 (0.54)
20,"Black, Simon",20y 91d,21 (10-0-11 47.62%),18 (0.86),←,
1,"Champion, Richard",31y 80d,170 (66-3-101 39.71%),72 (0.42),51 (22-1-28 44.12%),35 (0.69)
16,"Clarke, Matthew",25y 288d,122 (55-2-65 45.90%),18 (0.15),53 (19-1-33 36.79%),12 (0.23)
32,"Hart, Shaun",28y 47d,151 (57-2-92 38.41%),114 (0.75),49 (20-1-28 41.84%),33 (0.67)
19,"Headland, Des",18y 163d,2 (1-0-1 50.00%),2 (1.00),←,
31,"Heuskes, Adam",23y 105d,100 (49-2-49 50.00%),7 (0.07),14 (8-0-6 57.14%),
27,"Keating, Clark",23y 106d,52 (30-2-20 59.62%),31 (0.60),38 (20-1-17 53.95%),22 (0.58)
41,"Kennedy, Matthew",29y 149d,160 (56-2-102 35.63%),28 (0.17),47 (17-1-29 37.23%),3 (0.06)
44,"Lappin, Nigel",23y 12d,116 (55-3-58 48.71%),79 (0.68),55 (23-2-30 43.64%),39 (0.71)
15,"Lawrence, Steven",23y 45d,53 (20-2-31 39.62%),33 (0.62),40 (14-2-24 37.50%),32 (0.80)
23,"Leppitsch, Justin",23y 275d,96 (43-3-50 46.35%),141 (1.47),52 (21-2-29 42.31%),83 (1.60)
11,"Lynch, Alastair",31y 14d,193 (77-2-114 40.41%),292 (1.51),41 (16-2-23 41.46%),30 (0.73)
4,"McRae, Craig",25y 284d,87 (42-2-43 49.43%),114 (1.31),48 (21-2-25 45.83%),58 (1.21)
7,"Molloy, Jarrod",23y 52d,85 (22-1-62 26.47%),103 (1.21),26 (14-1-11 55.77%),49 (1.88)
24,"Picken, Marcus",19y 267d,11 (4-0-7 36.36%),2 (0.18),←,
6,"Power, Luke",19y 176d,14 (5-0-9 35.71%),3 (0.21),←,
22,"Scott, Chris",23y 61d,95 (44-2-49 47.37%),43 (0.45),40 (17-1-22 43.75%),20 (0.50)
13,"Voss, Brett",21y 131d,14 (4-1-9 32.14%),,←,
3,"Voss, Michael",23y 361d,119 (56-1-62 47.48%),99 (0.83),40 (18-0-22 45.00%),27 (0.68)
33,"White, Darryl",26y 21d,145 (61-4-80 43.45%),136 (0.94),55 (22-2-31 41.82%),30 (0.55)
Totals,Totals,24y 93d,2103 (877-41-1185 41.70%),1537 (0.73),,
C,"Matthews, Leigh",47y 124d,238 (133-5-100 56.93%),,14 (8-0-6 57.14%),
