Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
40,"Birss, Shane",20y 159d,28 (10-2-16 39.29%),10 (0.36),←,
20,"Bowden, Patrick",22y 13d,22 (2-1-19 11.36%),23 (1.05),←,
17,"Brown, Nathan",25y 188d,135 (64-3-68 48.52%),203 (1.50),←,
14,"Darcy, Luke",28y 36d,175 (83-4-88 48.57%),120 (0.69),←,
28,"Dimattina, Paul",28y 268d,130 (63-2-65 49.23%),56 (0.43),←,
10,"Eagleton, Nathan",24y 280d,126 (58-3-65 47.22%),103 (0.82),70 (32-1-37 46.43%),58 (0.83)
13,"Giansiracusa, Daniel",21y 159d,53 (16-2-35 32.08%),53 (1.00),←,
9,"Gilbee, Lindsay",22y 40d,38 (15-1-22 40.79%),19 (0.50),←,
8,"Hahn, Mitch",22y 99d,48 (18-1-29 38.54%),14 (0.29),←,
25,"Hargrave, Ryan",22y 22d,36 (12-2-22 36.11%),9 (0.25),←,
22,"Harrison, Ben",28y 212d,135 (60-2-73 45.19%),57 (0.42),59 (22-2-35 38.98%),18 (0.31)
6,"Johnson, Brad",27y 30d,209 (99-5-105 48.56%),267 (1.28),←,
35,"Kretiuk, Steven",31y 44d,168 (90-4-74 54.76%),11 (0.07),←,
29,"McGuinness, Kieran",20y 40d,18 (3-2-13 22.22%),6 (0.33),←,
23,"McMahon, Jordan",20y 82d,35 (7-2-26 22.86%),24 (0.69),←,
2,"Murphy, Robert",21y 69d,58 (21-2-35 37.93%),13 (0.22),←,
15,"Power, Sam",20y 46d,24 (5-1-18 22.92%),4 (0.17),←,
30,"Robbins, Matthew",26y 101d,73 (31-2-40 43.84%),16 (0.22),66 (27-2-37 42.42%),16 (0.24)
34,"Skipper, Wayde",20y 169d,10 (1-1-8 15.00%),2 (0.20),←,
5,"Smith, Rohan",30y 78d,233 (114-5-114 50.00%),210 (0.90),←,
7,"West, Scott",28y 276d,230 (110-4-116 48.70%),86 (0.37),←,
21,"Wiggins, Patrick",22y 189d,11 (6-0-5 54.55%),5 (0.45),←,
Totals,Totals,24y 102d,1995 (888-51-1056 44.51%),1311 (0.66),,
C,"Rohde, Peter",38y 271d,21 (4-1-16 21.43%),,←,
