Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",29y 259d,201 (77-2-122 38.81%),51 (0.25),←,
31,"Andrews, Harris",18y 233d,14 (2-0-12 14.29%),4 (0.29),←,
9,"Beams, Dayne",25y 170d,126 (78-2-46 62.70%),128 (1.02),16 (2-0-14 12.50%),10 (0.63)
8,"Bewick, Rohan",25y 295d,76 (26-0-50 34.21%),57 (0.75),←,
3,"Christensen, Allen",24y 74d,82 (51-0-31 62.20%),68 (0.83),17 (2-0-15 11.76%),12 (0.71)
42,"Clarke, Justin",21y 256d,53 (16-0-37 30.19%),1 (0.02),←,
24,"Dawson, Liam",19y 190d,5 (0-0-5 0.00%),1 (0.20),←,
34,"Freeman, Jonathan",21y 96d,5 (1-0-4 20.00%),7 (1.40),←,
11,"Hanley, Pearce",26y 259d,102 (33-0-69 32.35%),38 (0.37),←,
23,"Leuenberger, Matthew",27y 55d,108 (35-1-72 32.87%),27 (0.25),←,
12,"Martin, Stefan",28y 257d,89 (22-1-66 25.28%),32 (0.36),32 (8-0-24 25.00%),9 (0.28)
32,"Mayes, Sam",21y 73d,48 (17-0-31 35.42%),23 (0.48),←,
25,"McStay, Daniel",20y 38d,24 (6-0-18 25.00%),21 (0.88),←,
21,"Merrett, Daniel",30y 232d,176 (74-3-99 42.90%),69 (0.39),←,
22,"Paparone, Marco",20y 332d,40 (9-0-31 22.50%),13 (0.32),←,
30,"Redden, Jack",24y 235d,126 (43-1-82 34.52%),51 (0.40),←,
10,"Rich, Daniel",25y 55d,118 (42-1-75 36.02%),76 (0.64),←,
18,"Robertson, Nick",20y 59d,20 (3-0-17 15.00%),4 (0.20),←,
5,"Robinson, Mitch",26y 55d,116 (53-1-62 46.12%),65 (0.56),16 (2-0-14 12.50%),7 (0.44)
38,"Rockliff, Tom",25y 160d,112 (37-0-75 33.04%),53 (0.47),←,
28,"Taylor, Lewis",20y 165d,39 (9-0-30 23.08%),23 (0.59),←,
15,"Zorko, Dayne",26y 173d,76 (27-0-49 35.53%),74 (0.97),←,
Totals,Totals,24y 36d,1756 (661-12-1083 37.64%),886 (0.50),,
C,"Leppitsch, Justin",39y 304d,39 (9-0-30 23.08%),,←,
