Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
15,"Anderson, Noah",23y 167d,101 (37-1-63 37.13%),41 (0.41),←,
31,"Andrew, Mac",20y 242d,38 (15-0-23 39.47%),4 (0.11),←,
10,"Ballard, Charlie",25y 10d,130 (42-1-87 32.69%),2 (0.02),←,
33,"Clohesy, Sam",21y 234d,17 (7-0-10 41.18%),6 (0.35),←,
25,"Collins, Sam",30y 48d,124 (46-1-77 37.50%),,110 (43-1-66 39.55%),
8,"Fiorini, Brayden",26y 346d,105 (31-1-73 30.00%),33 (0.31),←,
3,"Flanders, Sam",23y 9d,63 (22-1-40 35.71%),19 (0.30),←,
26,"Graham, Will",19y 6d,14 (5-0-9 35.71%),6 (0.43),←,
7,"Holman, Nick",29y 65d,128 (43-0-85 33.59%),70 (0.55),119 (42-0-77 35.29%),70 (0.59)
19,"Humphrey, Bailey",19y 326d,37 (17-0-20 45.95%),24 (0.65),←,
40,"Jeffrey, Joel",22y 143d,28 (13-0-15 46.43%),16 (0.57),←,
38,"Johnston, Lloyd",19y 316d,9 (3-0-6 33.33%),3 (0.33),←,
34,"King, Ben",24y 26d,92 (30-1-61 33.15%),178 (1.93),←,
22,"Long, Ben",26y 347d,108 (44-1-63 41.20%),54 (0.50),29 (12-0-17 41.38%),23 (0.79)
13,"Lukosius, Jack",23y 359d,115 (39-1-75 34.35%),77 (0.67),←,
27,"Powell, Wil",24y 342d,102 (38-1-63 37.75%),15 (0.15),←,
41,"Rosas, Malcolm",23y 36d,45 (21-0-24 46.67%),45 (1.00),←,
18,"Rowell, Matt",23y 32d,82 (34-0-48 41.46%),25 (0.30),←,
6,"Sexton, Alex",30y 243d,179 (50-0-129 27.93%),164 (0.92),←,
24,"Swallow, David",31y 257d,238 (71-1-166 30.04%),109 (0.46),←,
32,"Uwland, Bodhi",21y 8d,21 (9-0-12 42.86%),,←,
14,"Weller, Lachie",28y 161d,139 (39-1-99 28.42%),46 (0.33),92 (25-1-66 27.72%),29 (0.32)
28,"Witts, Jarrod",31y 324d,178 (62-1-115 35.11%),38 (0.21),138 (44-1-93 32.25%),20 (0.14)
Totals,Totals,24y 303d,2093 (718-12-1363 34.30%),975 (0.47),,
C,"Hardwick, Damien",51y 350d,327 (179-6-142 55.66%),,20 (9-0-11 45.00%),
