North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
34,"Archer, Jackson",21y 214d,21 (3-0-18 14.29%),,←,
27,"Bergman, Miller",21y 198d,15 (3-0-12 20.00%),,←,
30,"Comben, Charlie",23y 21d,27 (5-0-22 18.52%),8 (0.30),←,
4,"Corr, Aidan",30y 85d,160 (54-3-103 34.69%),3 (0.02),62 (7-0-55 11.29%),1 (0.02)
25,"Curtis, Paul",21y 159d,57 (7-0-50 12.28%),58 (1.02),←,
9,"Davies-Uniacke, Luke",25y 63d,106 (21-1-84 20.28%),41 (0.39),←,
7,"Duursma, Zane",18y 348d,13 (1-0-12 7.69%),9 (0.69),←,
40,"Ford, Eddie",22y 50d,39 (4-0-35 10.26%),31 (0.79),←,
46,"Hansen, Robert",20y 150d,6 (1-0-5 16.67%),2 (0.33),←,
20,"Larkey, Nick",26y 65d,115 (23-1-91 20.43%),236 (2.05),←,
11,"McDonald, Luke",29y 183d,201 (70-0-131 34.83%),18 (0.09),←,
10,"McKercher, Colby",19y 120d,14 (2-0-12 14.29%),,←,
29,"Phillips, Will",22y 80d,42 (8-0-34 19.05%),8 (0.19),←,
32,"Pink, Toby",25y 365d,14 (3-0-11 21.43%),6 (0.43),←,
24,"Powell, Tom",22y 161d,66 (9-1-56 14.39%),25 (0.38),←,
8,"Scott, Bailey",24y 32d,99 (12-1-86 12.63%),31 (0.31),←,
3,"Sheezel, Harry",19y 302d,44 (6-0-38 13.64%),17 (0.39),←,
14,"Shiels, Liam",33y 103d,286 (160-3-123 56.47%),97 (0.34),31 (4-0-27 12.90%),7 (0.23)
12,"Simpkin, Jy",26y 158d,150 (40-1-109 27.00%),59 (0.39),←,
43,"Teakle, Brynn",24y 299d,15 (7-0-8 46.67%),10 (0.67),9 (2-0-7 22.22%),9 (1.00)
13,"Tucker, Darcy",27y 200d,147 (46-0-101 31.29%),44 (0.30),39 (4-0-35 10.26%),9 (0.23)
38,"Xerri, Tristan",25y 148d,54 (9-1-44 17.59%),20 (0.37),←,
44,"Zurhaar, Cameron",26y 80d,119 (27-1-91 23.11%),161 (1.35),←,
Totals,Totals,24y 92d,1810 (521-13-1276 28.78%),884 (0.49),,
C,"Clarkson, Alastair",56y 105d,424 (234-4-186 55.66%),,34 (6-0-28 17.65%),
