Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
42,"Boyd, Matthew",22y 352d,42 (14-0-28 33.33%),8 (0.19),←,
17,"Cooney, Adam",19y 318d,39 (14-0-25 35.90%),32 (0.82),←,
4,"Cross, Daniel",22y 137d,44 (15-1-28 35.23%),4 (0.09),←,
10,"Eagleton, Nathan",26y 277d,170 (73-3-94 43.82%),145 (0.85),114 (47-1-66 41.67%),100 (0.88)
13,"Giansiracusa, Daniel",23y 156d,85 (29-2-54 35.29%),82 (0.96),←,
9,"Gilbee, Lindsay",24y 37d,71 (27-1-43 38.73%),42 (0.59),←,
3,"Grant, Chris",32y 244d,310 (157-5-148 51.45%),518 (1.67),←,
16,"Griffen, Ryan",19y 18d,15 (7-0-8 46.67%),7 (0.47),←,
8,"Hahn, Mitch",24y 96d,89 (31-1-57 35.39%),51 (0.57),←,
25,"Hargrave, Ryan",24y 19d,71 (26-2-43 38.03%),19 (0.27),←,
6,"Johnson, Brad",29y 27d,252 (113-5-134 45.83%),321 (1.27),←,
36,"Lake, Brian",23y 168d,51 (15-0-36 29.41%),8 (0.16),←,
23,"McMahon, Jordan",22y 79d,70 (22-2-46 32.86%),30 (0.43),←,
27,"Minson, Will",20y 125d,20 (10-0-10 50.00%),5 (0.25),←,
38,"Morris, Dale",22y 228d,15 (9-0-6 60.00%),,←,
2,"Murphy, Robert",23y 66d,99 (35-2-62 36.36%),57 (0.58),←,
1,"Ray, Farren",19y 144d,19 (7-0-12 36.84%),7 (0.37),←,
30,"Robbins, Matthew",28y 98d,111 (44-2-65 40.54%),69 (0.62),104 (40-2-62 39.42%),69 (0.66)
34,"Skipper, Wayde",22y 166d,25 (8-1-16 34.00%),10 (0.40),←,
5,"Smith, Rohan",32y 75d,274 (129-5-140 47.99%),231 (0.84),←,
31,"Street, Peter",25y 69d,42 (15-1-26 36.90%),9 (0.21),25 (8-0-17 32.00%),6 (0.24)
7,"West, Scott",30y 273d,274 (125-4-145 46.35%),95 (0.35),←,
Totals,Totals,24y 177d,2188 (925-37-1226 42.28%),1750 (0.80),,
C,"Eade, Rodney",47y 132d,172 (91-2-79 53.49%),,20 (10-0-10 50.00%),
