Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",31y 345d,279 (151-2-126 54.48%),371 (1.33),87 (27-0-60 31.03%),109 (1.25)
13,"Ah Chee, Callum",18y 197d,4 (2-0-2 50.00%),4 (1.00),←,
27,"Cameron, Clay",21y 332d,20 (5-0-15 25.00%),4 (0.20),←,
15,"Currie, Daniel",27y 68d,5 (3-0-2 60.00%),3 (0.60),1 (0-0-1 0.00%),
12,"Day, Sam",23y 230d,83 (26-1-56 31.93%),55 (0.66),←,
2,"Grant, Jarrad",26y 292d,82 (42-0-40 51.22%),84 (1.02),1 (0-0-1 0.00%),1 (1.00)
33,"Hall, Aaron",25y 166d,66 (25-1-40 38.64%),59 (0.89),←,
5,"Harbrow, Jarrod",27y 280d,168 (69-2-97 41.67%),48 (0.29),98 (29-1-68 30.10%),27 (0.28)
28,"Kolodjashnij, Kade",20y 258d,44 (13-1-30 30.68%),10 (0.23),←,
23,"Lemmens, Sean",21y 173d,41 (15-1-25 37.80%),6 (0.15),←,
37,"Lonergan, Jesse",21y 161d,36 (11-1-24 31.94%),4 (0.11),←,
19,"Lynch, Tom",23y 175d,85 (25-1-59 30.00%),146 (1.72),←,
7,"Malceski, Nick",31y 252d,197 (122-3-72 62.69%),73 (0.37),21 (6-1-14 30.95%),6 (0.29)
4,"Martin, Jack",21y 85d,28 (10-1-17 37.50%),31 (1.11),←,
18,"McKenzie, Trent",24y 20d,96 (29-0-67 30.21%),22 (0.23),←,
11,"Miller, Touk",20y 61d,25 (5-1-19 22.00%),8 (0.32),←,
35,"Rischitelli, Michael",30y 106d,204 (74-3-127 37.01%),87 (0.43),93 (25-0-68 26.88%),40 (0.43)
3,"Rosa, Matt",29y 152d,172 (89-1-82 52.03%),40 (0.23),4 (2-0-2 50.00%),1 (0.25)
8,"Russell, Luke",24y 90d,71 (17-1-53 24.65%),29 (0.41),←,
42,"Saad, Adam",21y 275d,21 (7-1-13 35.71%),1 (0.05),←,
6,"Sexton, Alex",22y 142d,42 (12-0-30 28.57%),23 (0.55),←,
30,"Wright, Peter",19y 228d,4 (0-0-4 0.00%),4 (1.00),←,
Totals,Totals,24y 119d,1773 (752-21-1000 42.41%),1112 (0.63),,
C,"Eade, Rodney",58y 19d,341 (176-5-160 52.35%),,27 (7-1-19 27.78%),
