Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",20y 84d,22 (7-0-15 31.82%),6 (0.27),←,
32,"Bugg, Tomas",22y 363d,67 (18-0-49 26.87%),16 (0.24),2 (1-0-1 50.00%),
20,"Garland, Colin",27y 340d,137 (32-2-103 24.09%),16 (0.12),←,
36,"Garlett, Jeff",26y 243d,131 (65-1-65 50.00%),227 (1.73),24 (8-0-16 33.33%),44 (1.83)
11,"Gawn, Max",24y 94d,41 (10-0-31 24.39%),18 (0.44),←,
43,"Harmes, James",20y 180d,10 (4-0-6 40.00%),5 (0.50),←,
1,"Hogan, Jesse",21y 50d,22 (7-0-15 31.82%),48 (2.18),←,
39,"Jetta, Neville",26y 50d,75 (17-2-56 24.00%),21 (0.28),←,
45,"Jones, Matt",28y 167d,53 (9-0-44 16.98%),10 (0.19),←,
2,"Jones, Nathan",28y 73d,203 (49-3-151 24.88%),95 (0.47),←,
35,"Kennedy, Ben",22y 30d,27 (13-0-14 48.15%),19 (0.70),2 (1-0-1 50.00%),4 (2.00)
16,"Kent, Dean",22y 38d,34 (6-0-28 17.65%),25 (0.74),←,
8,"Lumumba, Heritier",29y 139d,219 (135-2-82 62.10%),30 (0.14),20 (6-0-14 30.00%),2 (0.10)
25,"McDonald, Tom",23y 197d,84 (19-0-65 22.62%),7 (0.08),←,
13,"Oliver, Clayton",18y 255d,2 (1-0-1 50.00%),1 (0.50),←,
21,"Pedersen, Cameron",29y 16d,54 (14-0-40 25.93%),45 (0.83),38 (7-0-31 18.42%),25 (0.66)
3,"Salem, Christian",20y 262d,24 (7-0-17 29.17%),7 (0.29),←,
12,"Tyson, Dom",22y 299d,52 (11-0-41 21.15%),26 (0.50),39 (10-0-29 25.64%),22 (0.56)
37,"Vandenberg, Aaron",24y 30d,16 (6-0-10 37.50%),7 (0.44),←,
23,"Vince, Bernie",30y 183d,174 (79-0-95 45.40%),105 (0.60),45 (11-0-34 24.44%),25 (0.56)
7,"Viney, Jack",21y 355d,51 (11-0-40 21.57%),11 (0.22),←,
4,"Watts, Jack",25y 7d,117 (29-2-86 25.64%),85 (0.73),←,
Totals,Totals,24y 140d,1615 (549-12-1054 33.99%),830 (0.51),,
C,"Roos, Paul",52y 280d,248 (128-2-118 52.02%),,46 (12-0-34 26.09%),
