Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 193d,54 (10-1-43 19.44%),38 (0.70),←,
15,"Anderson, Noah",19y 186d,13 (4-1-8 34.62%),3 (0.23),←,
10,"Ballard, Charlie",21y 29d,44 (8-1-35 19.32%),1 (0.02),←,
3,"Bowes, Jack",22y 208d,55 (12-1-42 22.73%),13 (0.24),←,
35,"Budarick, Connor",19y 137d,13 (4-1-8 34.62%),1 (0.08),←,
25,"Collins, Sam",26y 67d,36 (10-1-25 29.17%),,22 (7-1-14 34.09%),
19,"Corbett, Josh",24y 120d,12 (0-1-11 4.17%),3 (0.25),←,
12,"Day, Sam",27y 350d,133 (36-2-95 27.82%),94 (0.71),←,
4,"Ellis, Brandon",27y 18d,188 (112-2-74 60.11%),62 (0.33),12 (3-1-8 29.17%),4 (0.33)
26,"Flanders, Sam",19y 28d,3 (0-1-2 16.67%),2 (0.67),←,
46,"Graham, Caleb",19y 344d,6 (0-0-6 0.00%),,←,
21,"Greenwood, Hugh",28y 168d,64 (34-2-28 54.69%),38 (0.59),13 (4-1-8 34.62%),2 (0.15)
5,"Harbrow, Jarrod",32y 34d,256 (88-3-165 34.96%),54 (0.21),186 (48-2-136 26.34%),33 (0.18)
34,"King, Ben",20y 45d,27 (4-1-22 16.67%),36 (1.33),←,
23,"Lemmens, Sean",25y 293d,92 (23-2-67 26.09%),25 (0.27),←,
13,"Lukosius, Jack",20y 12d,34 (7-1-26 22.06%),6 (0.18),←,
11,"Miller, Touk",24y 181d,113 (24-2-87 22.12%),31 (0.27),←,
27,"Powell, Wil",20y 361d,31 (8-1-22 27.42%),11 (0.35),←,
22,"Rankine, Izak",20y 120d,8 (1-1-6 18.75%),10 (1.25),←,
24,"Swallow, David",27y 276d,150 (37-1-112 25.00%),71 (0.47),←,
14,"Weller, Lachie",24y 180d,99 (24-1-74 24.75%),34 (0.34),52 (10-1-41 20.19%),17 (0.33)
28,"Witts, Jarrod",27y 343d,115 (35-1-79 30.87%),25 (0.22),75 (17-1-57 23.33%),7 (0.09)
Totals,Totals,23y 267d,1546 (481-28-1037 31.11%),558 (0.36),,
C,"Dew, Stuart",41y 3d,57 (11-1-45 20.18%),,←,
