Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
19,"Betts, Eddie",33y 298d,331 (159-3-169 48.49%),613 (1.85),199 (81-3-115 41.46%),303 (1.52)
41,"Casboult, Levi",30y 188d,141 (44-1-96 31.56%),148 (1.05),←,
9,"Cripps, Patrick",25y 185d,118 (31-1-86 26.69%),54 (0.46),←,
28,"Cuningham, David",23y 173d,37 (9-0-28 24.32%),20 (0.54),←,
35,"Curnow, Ed",30y 317d,182 (67-2-113 37.36%),40 (0.22),←,
12,"De Koning, Tom",21y 65d,9 (3-0-6 33.33%),1 (0.11),←,
40,"Gibbons, Michael",25y 127d,36 (13-0-23 36.11%),27 (0.75),←,
14,"Jones, Liam",29y 208d,142 (49-0-93 34.51%),84 (0.59),76 (22-0-54 28.95%),16 (0.21)
7,"Kennedy, Matthew",23y 166d,48 (20-2-26 43.75%),23 (0.48),29 (9-0-20 31.03%),16 (0.55)
21,"Martin, Jack",25y 234d,112 (31-1-80 28.13%),93 (0.83),15 (6-0-9 40.00%),12 (0.80)
11,"McGovern, Mitch",25y 344d,76 (43-1-32 57.24%),98 (1.29),28 (9-0-19 32.14%),31 (1.11)
10,"McKay, Harry",22y 270d,48 (13-0-35 27.08%),71 (1.48),←,
3,"Murphy, Marc",33y 62d,285 (112-1-172 39.47%),189 (0.66),←,
32,"Newnes, Jack",27y 208d,172 (62-2-108 36.63%),68 (0.40),17 (7-0-10 41.18%),13 (0.76)
5,"Petrevski-Seton, Sam",22y 213d,80 (21-0-59 26.25%),19 (0.24),←,
27,"Pittonet, Marc",24y 108d,20 (10-0-10 50.00%),,13 (5-0-8 38.46%),
20,"Plowman, Lachie",26y 8d,110 (32-0-78 29.09%),1 (0.01),90 (28-0-62 31.11%),
29,"Polson, Cameron",22y 192d,19 (2-0-17 10.53%),4 (0.21),←,
6,"Simpson, Kade",36y 137d,342 (124-3-215 36.70%),139 (0.41),←,
18,"Walsh, Sam",20y 79d,39 (14-0-25 35.90%),14 (0.36),←,
23,"Weitering, Jacob",22y 301d,93 (24-0-69 25.81%),10 (0.11),←,
31,"Williamson, Tom",21y 282d,32 (13-0-19 40.63%),2 (0.06),←,
Totals,Totals,26y 56d,2472 (896-17-1559 36.25%),1718 (0.69),,
C,"Teague, David",39y 137d,28 (13-0-15 46.43%),,←,
