Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",24y 73d,80 (19-1-60 24.38%),58 (0.73),←,
15,"Anderson, Noah",21y 66d,43 (12-1-30 29.07%),7 (0.16),←,
10,"Ballard, Charlie",22y 275d,75 (18-1-56 24.67%),1 (0.01),←,
35,"Budarick, Connor",21y 18d,18 (6-1-11 36.11%),1 (0.06),←,
29,"Burgess, Chris",26y 149d,34 (9-0-25 26.47%),14 (0.41),←,
30,"Casboult, Levi",32y 40d,160 (50-1-109 31.56%),168 (1.05),6 (2-0-4 33.33%),12 (2.00)
1,"Chol, Mabior",25y 85d,37 (21-1-15 58.11%),35 (0.95),6 (2-0-4 33.33%),11 (1.83)
25,"Collins, Sam",27y 313d,65 (20-1-44 31.54%),,51 (17-1-33 34.31%),
19,"Corbett, Josh",26y 1d,36 (7-1-28 20.83%),33 (0.92),←,
5,"Davies, Alex",20y 37d,7 (2-0-5 28.57%),2 (0.29),←,
4,"Ellis, Brandon",28y 264d,216 (122-2-92 56.94%),69 (0.32),40 (13-1-26 33.75%),11 (0.28)
8,"Fiorini, Brayden",24y 245d,68 (15-1-52 22.79%),21 (0.31),←,
7,"Holman, Nick",26y 330d,77 (20-0-57 25.97%),39 (0.51),68 (19-0-49 27.94%),39 (0.57)
23,"Lemmens, Sean",27y 173d,120 (32-2-86 27.50%),25 (0.21),←,
17,"Markov, Oleg",25y 351d,42 (18-0-24 42.86%),5 (0.12),19 (6-0-13 31.58%),2 (0.11)
11,"Miller, Touk",26y 61d,144 (34-2-108 24.31%),41 (0.28),←,
27,"Powell, Wil",22y 241d,63 (18-1-44 29.37%),12 (0.19),←,
22,"Rankine, Izak",22y 1d,34 (10-1-23 30.88%),34 (1.00),←,
18,"Rowell, Matt",20y 297d,23 (8-0-15 34.78%),8 (0.35),←,
20,"Sharp, Jeremy",20y 254d,15 (4-0-11 26.67%),4 (0.27),←,
24,"Swallow, David",29y 156d,181 (47-1-133 26.24%),79 (0.44),←,
14,"Weller, Lachie",26y 60d,121 (31-1-89 26.03%),43 (0.36),74 (17-1-56 23.65%),26 (0.35)
28,"Witts, Jarrod",29y 223d,128 (39-1-88 30.86%),26 (0.20),88 (21-1-66 24.43%),8 (0.09)
Totals,Totals,25y 50d,1787 (562-20-1205 31.45%),725 (0.41),,
C,"Dew, Stuart",42y 249d,89 (21-1-67 24.16%),,←,
