St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
21,"Beetham, Caydn",19y 69d,17 (3-0-14 17.65%),6 (0.35),←,
22,"Begley, James",20y 301d,11 (3-1-7 31.82%),1 (0.09),←,
27,"Blake, Jason",20y 65d,18 (4-0-14 22.22%),3 (0.17),←,
3,"Burke, Nathan",31y 102d,300 (127-3-170 42.83%),114 (0.38),←,
19,"Davis, Chad",20y 352d,17 (2-1-14 14.71%),9 (0.53),←,
10,"Everitt, Peter",27y 16d,155 (69-2-84 45.16%),265 (1.71),←,
37,"Gale, Mark",25y 12d,78 (24-0-54 30.77%),21 (0.27),7 (1-0-6 14.29%),3 (0.43)
9,"Gehrig, Fraser",25y 77d,122 (64-1-57 52.87%),159 (1.30),7 (1-0-6 14.29%),
2,"Hamill, Aaron",23y 272d,100 (51-0-49 51.00%),125 (1.25),8 (2-0-6 25.00%),11 (1.38)
35,"Harvey, Robert",29y 271d,241 (115-3-123 48.34%),144 (0.60),←,
7,"Hayes, Lenny",21y 125d,46 (12-1-33 27.17%),20 (0.43),←,
36,"Knowles, Brett",23y 6d,35 (9-0-26 25.71%),7 (0.20),←,
24,"Koschitzke, Justin",18y 241d,6 (1-0-5 16.67%),,←,
23,"Loewe, Stewart",32y 361d,302 (130-2-170 43.38%),573 (1.90),←,
44,"Milne, Stephen",21y 72d,5 (1-0-4 20.00%),7 (1.40),←,
43,"Moyle, Brett",21y 49d,20 (4-0-16 20.00%),6 (0.30),←,
1,"Peckett, Justin",28y 226d,158 (68-1-89 43.35%),21 (0.13),←,
26,"Powell, Robert",25y 61d,60 (31-0-29 51.67%),55 (0.92),4 (2-0-2 50.00%),2 (0.50)
40,"Schwarze, Troy",19y 147d,5 (1-0-4 20.00%),,←,
4,"Thompson, Andrew",28y 210d,95 (42-1-52 44.74%),63 (0.66),←,
13,"Voss, Brett",23y 86d,43 (21-1-21 50.00%),15 (0.35),8 (2-0-6 25.00%),4 (0.50)
33,"Walton, Ben",21y 188d,23 (8-1-14 36.96%),15 (0.65),←,
Totals,Totals,24y 1d,1857 (790-18-1049 42.54%),1629 (0.88),,
C,"Blight, Malcolm",51y 92d,243 (138-0-105 56.79%),,8 (2-0-6 25.00%),
