Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Ambrose, Patrick",27y 204d,68 (27-1-40 40.44%),22 (0.32),←,
12,"Baguley, Mark",31y 307d,125 (56-1-68 45.20%),24 (0.19),←,
2,"Bellchambers, Tom",29y 258d,114 (50-2-62 44.74%),70 (0.61),←,
28,"Brown, Mitch",28y 208d,55 (26-0-29 47.27%),47 (0.85),40 (13-0-27 32.50%),38 (0.95)
13,"Fantasia, Orazio",23y 191d,61 (23-1-37 38.52%),90 (1.48),←,
10,"Francis, Aaron",21y 226d,11 (4-0-7 36.36%),4 (0.36),←,
35,"Guelfi, Matt",21y 222d,16 (10-0-6 62.50%),5 (0.31),←,
21,"Heppell, Dyson",26y 314d,152 (74-2-76 49.34%),55 (0.36),←,
18,"Hurley, Michael",28y 296d,161 (75-3-83 47.52%),108 (0.67),←,
4,"Langford, Kyle",22y 113d,48 (17-0-31 35.42%),30 (0.63),←,
43,"McDonald-Tipungwuti, Anthony",25y 336d,67 (27-0-40 40.30%),68 (1.01),←,
1,"McGrath, Andrew",20y 295d,42 (22-0-20 52.38%),6 (0.14),←,
45,"McKenna, Conor",22y 361d,52 (22-0-30 42.31%),17 (0.33),←,
44,"McKernan, Shaun",28y 204d,63 (24-0-39 38.10%),50 (0.79),29 (12-0-17 41.38%),29 (1.00)
7,"Merrett, Zach",23y 172d,104 (43-1-60 41.83%),36 (0.35),←,
23,"Myers, David",29y 267d,117 (61-0-56 52.14%),39 (0.33),←,
14,"Ridley, Jordan",20y 155d,4 (2-0-2 50.00%),,←,
42,"Saad, Adam",24y 244d,71 (25-1-45 35.92%),3 (0.04),23 (12-0-11 52.17%),
9,"Shiel, Dylan",26y 15d,136 (59-3-74 44.49%),64 (0.47),1 (0-0-1 0.00%),
5,"Smith, Devon",25y 308d,132 (50-2-80 38.64%),117 (0.89),23 (12-0-11 52.17%),17 (0.74)
25,"Stringer, Jake",24y 333d,110 (58-0-52 52.73%),191 (1.74),21 (10-0-11 47.62%),31 (1.48)
11,"Zaharakis, David",29y 31d,188 (84-2-102 45.21%),119 (0.63),←,
Totals,Totals,25y 247d,1897 (839-19-1039 44.23%),1165 (0.61),,
C,"Worsfold, John",50y 180d,349 (176-2-171 50.72%),,68 (27-0-41 39.71%),
