Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Bannister, Jordan",23y 286d,46 (16-2-28 36.96%),7 (0.15),32 (8-1-23 26.56%),7 (0.22)
40,"Bentick, Adam",21y 61d,33 (8-1-24 25.76%),7 (0.21),←,
19,"Betts, Eddie",19y 260d,37 (7-2-28 21.62%),35 (0.95),←,
13,"Blackwell, Luke",19y 277d,10 (1-1-8 15.00%),2 (0.20),←,
27,"Bryan, Chris",24y 160d,15 (3-1-11 23.33%),8 (0.53),←,
44,"Carrazzo, Andrew",22y 241d,38 (9-2-27 26.32%),8 (0.21),←,
25,"Fevola, Brendan",25y 205d,120 (42-2-76 35.83%),321 (2.67),←,
14,"Fisher, Brad",22y 126d,48 (13-1-34 28.13%),53 (1.10),←,
11,"French, Barnaby",30y 261d,130 (51-3-76 40.38%),37 (0.28),68 (17-2-49 26.47%),17 (0.25)
33,"Houlihan, Ryan",24y 204d,133 (43-2-88 33.08%),85 (0.64),←,
43,"Koutoufides, Anthony",33y 207d,264 (134-3-127 51.33%),218 (0.83),←,
12,"Lappin, Matthew",30y 177d,230 (95-2-133 41.74%),226 (0.98),175 (67-1-107 38.57%),200 (1.14)
20,"McGrath, Cory",27y 190d,75 (31-2-42 42.67%),18 (0.24),47 (13-2-32 29.79%),4 (0.09)
17,"OhAilpin, Setanta",23y 148d,9 (1-1-7 16.67%),2 (0.22),←,
2,"Russell, Jordan",19y 280d,11 (1-1-9 13.64%),1 (0.09),←,
29,"Scotland, Heath",26y 23d,113 (40-1-72 35.84%),37 (0.33),60 (17-1-42 29.17%),25 (0.42)
6,"Simpson, Kade",22y 100d,40 (10-1-29 26.25%),20 (0.50),←,
24,"Stevens, Nick",26y 222d,188 (90-4-94 48.94%),108 (0.57),61 (16-2-43 27.87%),30 (0.49)
32,"Thornton, Bret",22y 271d,88 (21-1-66 24.43%),1 (0.01),←,
30,"Waite, Jarrad",23y 190d,60 (15-2-43 26.67%),67 (1.12),←,
1,"Walker, Andrew",20y 87d,52 (12-2-38 25.00%),13 (0.25),←,
8,"Whitnall, Lance",26y 355d,198 (85-2-111 43.43%),324 (1.64),←,
Totals,Totals,24y 164d,1938 (728-39-1171 37.56%),1598 (0.82),,
C,"Pagan, Denis",58y 323d,325 (171-2-152 52.92%),,85 (21-2-62 25.88%),
