St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
29,"Baker, Steven",21y 327d,30 (7-0-23 23.33%),4 (0.13),←,
21,"Beetham, Caydn",20y 34d,30 (5-0-25 16.67%),9 (0.30),←,
6,"Black, Heath",22y 321d,72 (19-0-53 26.39%),36 (0.50),3 (1-0-2 33.33%),1 (0.33)
27,"Blake, Jason",21y 30d,28 (6-0-22 21.43%),6 (0.21),←,
3,"Burke, Nathan",32y 67d,305 (128-3-174 42.46%),118 (0.39),←,
16,"Capuano, Mathew",26y 224d,95 (62-0-33 65.26%),32 (0.34),13 (2-0-11 15.38%),8 (0.62)
20,"Clarke, Xavier",18y 198d,1 (0-0-1 0.00%),,←,
18,"Cripps, Jason",25y 182d,43 (24-0-19 55.81%),8 (0.19),←,
19,"Davis, Chad",21y 317d,25 (5-1-19 22.00%),12 (0.48),←,
2,"Hamill, Aaron",24y 237d,117 (54-0-63 46.15%),145 (1.24),25 (5-0-20 20.00%),31 (1.24)
7,"Hayes, Lenny",22y 90d,54 (14-1-39 26.85%),23 (0.43),←,
8,"Hudghton, Max",25y 224d,105 (41-1-63 39.52%),8 (0.08),←,
5,"Jones, Austinn",25y 198d,144 (58-1-85 40.63%),106 (0.74),←,
33,"Knobel, Trent",21y 326d,16 (10-0-6 62.50%),,3 (1-0-2 33.33%),
24,"Koschitzke, Justin",19y 206d,23 (4-0-19 17.39%),4 (0.17),←,
23,"Loewe, Stewart",33y 326d,307 (131-2-174 43.00%),582 (1.90),←,
44,"Milne, Stephen",22y 37d,20 (4-0-16 20.00%),35 (1.75),←,
1,"Peckett, Justin",29y 191d,173 (71-1-101 41.33%),24 (0.14),←,
12,"Riewoldt, Nick",19y 179d,9 (2-0-7 22.22%),3 (0.33),←,
40,"Schwarze, Troy",20y 112d,10 (2-0-8 20.00%),1 (0.10),←,
4,"Thompson, Andrew",29y 175d,112 (45-1-66 40.63%),68 (0.61),←,
13,"Voss, Brett",24y 51d,57 (24-1-32 42.98%),22 (0.39),22 (5-0-17 22.73%),11 (0.50)
Totals,Totals,24y 18d,1776 (716-12-1048 40.32%),1246 (0.70),,
C,"Thomas, Grant",44y 59d,10 (2-0-8 20.00%),,←,
