Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
20,"Bowden, Patrick",23y 262d,47 (8-1-38 18.09%),55 (1.17),←,
42,"Boyd, Matthew",22y 239d,31 (8-0-23 25.81%),5 (0.16),←,
17,"Cooney, Adam",19y 205d,24 (6-0-18 25.00%),17 (0.71),←,
4,"Cross, Daniel",22y 24d,29 (7-1-21 25.86%),2 (0.07),←,
14,"Darcy, Luke",29y 285d,203 (90-4-109 45.32%),165 (0.81),←,
10,"Eagleton, Nathan",26y 164d,155 (65-3-87 42.90%),124 (0.80),99 (39-1-59 39.90%),79 (0.80)
13,"Giansiracusa, Daniel",23y 43d,75 (22-2-51 30.67%),62 (0.83),←,
9,"Gilbee, Lindsay",23y 289d,56 (19-1-36 34.82%),32 (0.57),←,
3,"Grant, Chris",32y 131d,300 (150-5-145 50.83%),500 (1.67),←,
16,"Griffen, Ryan",18y 270d,2 (1-0-1 50.00%),2 (1.00),←,
25,"Hargrave, Ryan",23y 271d,57 (18-2-37 33.33%),9 (0.16),←,
6,"Johnson, Brad",28y 279d,237 (105-5-127 45.36%),298 (1.26),←,
36,"Lake, Brian",23y 55d,36 (7-0-29 19.44%),7 (0.19),←,
23,"McMahon, Jordan",21y 331d,57 (14-2-41 26.32%),29 (0.51),←,
27,"Minson, Will",20y 12d,7 (3-0-4 42.86%),1 (0.14),←,
38,"Morris, Dale",22y 115d,1 (1-0-0 100.00%),,←,
33,"Murphy, Brad",20y 178d,4 (2-0-2 50.00%),6 (1.50),←,
2,"Murphy, Robert",22y 318d,84 (27-2-55 33.33%),33 (0.39),←,
15,"Power, Sam",21y 295d,44 (10-1-33 23.86%),10 (0.23),←,
24,"Rawlings, Jade",27y 196d,140 (65-0-75 46.43%),92 (0.66),24 (6-0-18 25.00%),30 (1.25)
5,"Smith, Rohan",31y 327d,261 (121-5-135 47.32%),219 (0.84),←,
7,"West, Scott",30y 160d,259 (117-4-138 45.95%),94 (0.36),←,
Totals,Totals,24y 152d,2109 (866-38-1205 41.06%),1762 (0.84),,
C,"Eade, Rodney",47y 19d,157 (83-2-72 53.50%),,5 (2-0-3 40.00%),
